concessionaria,ano_do_pnv_snv,rodovia,sentido,latitude,longitude,km
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41835,-48.62607,184.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41746,-48.62627,184.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41622,-48.62653,184.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41532,-48.62671,183.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41444,-48.62689,183.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41355,-48.62707,183.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41266,-48.62725,183.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41178,-48.62743,183.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41089,-48.62761,183.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.41,-48.62779,183.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40911,-48.62798,183.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40822,-48.62816,183.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40698,-48.62841,183.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40608,-48.62859,182.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40519,-48.62877,182.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40431,-48.62895,182.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40341,-48.62914,182.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40254,-48.62933,182.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40164,-48.62951,182.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.40075,-48.62969,182.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39987,-48.62987,182.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39898,-48.63005,182.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3988,-48.63009,182.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39792,-48.63027,181.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39702,-48.63046,181.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39613,-48.63063,181.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39525,-48.63082,181.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39436,-48.631,181.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39347,-48.63118,181.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39258,-48.63136,181.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39169,-48.63155,181.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.39081,-48.63173,181.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38991,-48.63186,181.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38901,-48.6319,180.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38811,-48.63186,180.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38721,-48.63174,180.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38631,-48.63161,180.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38541,-48.63147,180.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38453,-48.63133,180.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38363,-48.63119,180.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38275,-48.63105,180.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38202,-48.63094,180.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38113,-48.63081,179.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.38023,-48.63068,179.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37933,-48.63065,179.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37843,-48.63077,179.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37756,-48.63104,179.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37672,-48.63142,179.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37589,-48.63183,179.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37506,-48.63223,179.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37423,-48.63261,179.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37337,-48.63295,179.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3725,-48.63321,178.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37162,-48.63342,178.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.37073,-48.63359,178.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36984,-48.63376,178.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36894,-48.63392,178.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36804,-48.63403,178.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36714,-48.63408,178.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36623,-48.63407,178.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36533,-48.634,178.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36479,-48.63393,178.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36391,-48.63377,177.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36301,-48.6336,177.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36212,-48.63342,177.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36125,-48.63319,177.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.36036,-48.633,177.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35946,-48.63288,177.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35857,-48.63274,177.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35768,-48.63257,177.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35678,-48.63244,177.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35588,-48.63234,177.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35498,-48.63229,176.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35407,-48.63228,176.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35317,-48.6323,176.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35227,-48.63235,176.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35136,-48.63242,176.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.35046,-48.63253,176.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34957,-48.63266,176.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34867,-48.63282,176.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34777,-48.63288,176.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34687,-48.63277,176.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.346,-48.63252,175.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34518,-48.63211,175.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34443,-48.63156,175.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34375,-48.63088,175.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34314,-48.63014,175.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34253,-48.6294,175.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34192,-48.62865,175.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3413,-48.62791,175.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.34056,-48.62735,175.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33968,-48.62714,175.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33876,-48.62713,174.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33788,-48.62713,174.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33696,-48.6271,174.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33607,-48.62701,174.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33517,-48.62694,174.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33426,-48.62693,174.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33336,-48.62695,174.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33246,-48.62691,174.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33156,-48.62685,174.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.33066,-48.6268,174.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32975,-48.62679,173.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32885,-48.62676,173.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32794,-48.62675,173.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32704,-48.62681,173.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32614,-48.62693,173.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32524,-48.62705,173.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32435,-48.62716,173.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32345,-48.62728,173.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32255,-48.6274,173.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3221,-48.62746,173.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32122,-48.62765,172.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.32036,-48.62796,172.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31954,-48.62839,172.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31873,-48.62884,172.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31793,-48.62929,172.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31712,-48.62974,172.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3163,-48.63019,172.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3155,-48.63064,172.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31469,-48.63109,172.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31348,-48.63177,172.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31267,-48.63222,171.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31184,-48.63261,171.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31097,-48.63287,171.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.31007,-48.63298,171.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30916,-48.63295,171.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30827,-48.63284,171.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30737,-48.63272,171.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30647,-48.63261,171.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30557,-48.6325,171.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.3053,-48.63246,171.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30441,-48.63235,170.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30351,-48.63224,170.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30262,-48.63212,170.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30172,-48.63201,170.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.30082,-48.63189,170.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29992,-48.63178,170.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29902,-48.63167,170.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29812,-48.63156,170.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29723,-48.63144,170.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29561,-48.63124,170.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29471,-48.63112,169.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29382,-48.63101,169.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29292,-48.6309,169.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29203,-48.63078,169.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29112,-48.63072,169.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.29023,-48.63075,169.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28932,-48.63079,169.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28842,-48.63083,169.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.2875,-48.63088,169.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28661,-48.63092,169.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.2857,-48.63096,168.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28481,-48.631,168.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.2839,-48.63104,168.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.283,-48.63108,168.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28209,-48.63113,168.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28119,-48.63115,168.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.28028,-48.63112,168.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27938,-48.63117,168.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27848,-48.63127,168.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27758,-48.63133,168.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27668,-48.63136,167.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27577,-48.63141,167.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27488,-48.63141,167.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27397,-48.63142,167.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27306,-48.63146,167.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27216,-48.6315,167.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27126,-48.63154,167.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.27036,-48.63158,167.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26945,-48.63162,167.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26855,-48.63165,167.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26765,-48.63166,166.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26674,-48.6317,166.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26584,-48.63174,166.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26494,-48.63174,166.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26404,-48.63171,166.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26313,-48.63167,166.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26223,-48.63162,166.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26133,-48.63158,166.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.26043,-48.63159,166.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25943,-48.63159,166.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25853,-48.63155,165.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25762,-48.6315,165.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25672,-48.63145,165.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25582,-48.63141,165.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25492,-48.63136,165.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25402,-48.63131,165.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25311,-48.6312,165.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25221,-48.63114,165.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25131,-48.63113,165.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.25086,-48.63115,165.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24996,-48.6311,164.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24906,-48.63106,164.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24815,-48.63101,164.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24726,-48.63096,164.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24635,-48.63092,164.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24544,-48.63086,164.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24454,-48.63081,164.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24364,-48.63076,164.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24274,-48.63072,164.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24138,-48.63065,164.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.24048,-48.6306,163.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23957,-48.63055,163.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23867,-48.63052,163.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23777,-48.63047,163.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23687,-48.63043,163.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23597,-48.63038,163.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23506,-48.63033,163.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23416,-48.63026,163.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23327,-48.63011,163.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23239,-48.62989,163.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23152,-48.62963,162.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.23065,-48.62935,162.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22978,-48.62908,162.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22891,-48.6288,162.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22805,-48.62853,162.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22717,-48.62825,162.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.2263,-48.62798,162.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22543,-48.62771,162.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22456,-48.62743,162.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22369,-48.62716,162.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22282,-48.62687,161.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22197,-48.62658,161.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22111,-48.62625,161.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.22026,-48.6259,161.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21941,-48.62553,161.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21858,-48.62515,161.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21775,-48.62474,161.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21694,-48.62431,161.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21613,-48.62388,161.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.2153,-48.62344,161.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21449,-48.623,160.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21368,-48.62256,160.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21286,-48.62212,160.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21205,-48.62169,160.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21124,-48.62125,160.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.21042,-48.62081,160.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.2096,-48.62037,160.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20879,-48.61993,160.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20797,-48.6195,160.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20708,-48.61902,160.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20626,-48.61858,159.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20544,-48.61814,159.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20462,-48.6177,159.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20382,-48.61727,159.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20301,-48.61683,159.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20219,-48.61639,159.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20137,-48.61595,159.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.20056,-48.61551,159.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19975,-48.61507,159.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19828,-48.61429,159.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19747,-48.61385,158.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19665,-48.61342,158.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19581,-48.61306,158.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19494,-48.61278,158.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19405,-48.6126,158.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19315,-48.61253,158.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19224,-48.61249,158.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19134,-48.61245,158.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.19044,-48.61236,158.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18953,-48.61229,158.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18863,-48.61226,157.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18774,-48.61226,157.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18683,-48.61222,157.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18595,-48.61204,157.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18505,-48.61192,157.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18416,-48.61208,157.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18328,-48.61217,157.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18237,-48.61209,157.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18148,-48.61202,157.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18111,-48.61199,157.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.18021,-48.61195,156.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.17931,-48.61192,156.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.17841,-48.61187,156.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.1775,-48.61183,156.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.17661,-48.61179,156.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.17571,-48.61175,156.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.1748,-48.61171,156.3
