concessionaria,ano_do_pnv_snv,rodovia,sentido,latitude,longitude,km
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Crescente,-27.902641,-48.649209,244.68
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.902648,-48.648972,244.68
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.901331,-48.648853,244.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.90029,-48.64882,244.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89939,-48.64874,244.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89849,-48.64867,244.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89758,-48.64859,244.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89669,-48.64852,244.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89596,-48.64846,244.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89506,-48.64839,243.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89416,-48.64832,243.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89326,-48.64824,243.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89236,-48.64817,243.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89145,-48.64809,243.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.89055,-48.64802,243.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.88965,-48.64795,243.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.88875,-48.64787,243.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.88785,-48.6478,243.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.88696,-48.64763,243.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.88608,-48.64738,242.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.88519,-48.64723,242.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8843,-48.6473,242.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8834,-48.64741,242.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8825,-48.64736,242.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8816,-48.64729,242.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8807,-48.64722,242.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8798,-48.64714,242.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8789,-48.64707,242.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87818,-48.64701,242.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87728,-48.64694,241.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87638,-48.64686,241.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87549,-48.64679,241.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87459,-48.64672,241.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87367,-48.64665,241.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87278,-48.64657,241.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87188,-48.6465,241.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87097,-48.64642,241.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.87007,-48.64635,241.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86881,-48.64625,241.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86791,-48.64618,240.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86701,-48.6461,240.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86611,-48.64603,240.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86521,-48.64595,240.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86431,-48.64588,240.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86341,-48.64578,240.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86253,-48.64557,240.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86167,-48.64524,240.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86082,-48.6449,240.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.86014,-48.64462,240.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8593,-48.64426,239.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85845,-48.64391,239.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8576,-48.64357,239.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85675,-48.64322,239.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85591,-48.64287,239.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85505,-48.64252,239.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8542,-48.64217,239.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85337,-48.64182,239.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85253,-48.64142,239.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85169,-48.64082,239.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85101,-48.64015,238.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.85036,-48.63945,238.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84971,-48.63873,238.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84906,-48.63804,238.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84833,-48.63745,238.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84752,-48.63698,238.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8467,-48.63657,238.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84587,-48.63617,238.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84504,-48.63576,238.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84429,-48.63539,238.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84346,-48.63498,237.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84264,-48.63458,237.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84181,-48.63417,237.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84098,-48.63377,237.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.84016,-48.63337,237.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83932,-48.63295,237.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8385,-48.63255,237.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83767,-48.63215,237.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83684,-48.63174,237.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83601,-48.63133,237.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83518,-48.63092,236.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83435,-48.63051,236.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83352,-48.63012,236.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83265,-48.62985,236.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83175,-48.62972,236.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.83085,-48.62975,236.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82995,-48.62983,236.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82905,-48.62991,236.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82815,-48.62999,236.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82689,-48.63011,236.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82599,-48.6302,235.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82509,-48.63028,235.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82418,-48.63036,235.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82328,-48.63044,235.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82238,-48.63052,235.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82148,-48.63061,235.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.82058,-48.63069,235.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81967,-48.63082,235.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81881,-48.63112,235.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81821,-48.63133,235.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81734,-48.63164,234.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81649,-48.63194,234.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81563,-48.63224,234.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81477,-48.63254,234.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81392,-48.63284,234.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81305,-48.63316,234.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81224,-48.63359,234.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81151,-48.63419,234.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81085,-48.63488,234.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.81027,-48.6355,234.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80966,-48.63624,233.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80922,-48.63712,233.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80884,-48.63804,233.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80809,-48.63859,233.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80719,-48.63872,233.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8063,-48.6388,233.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80542,-48.63869,233.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80455,-48.63842,233.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8037,-48.63817,233.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80308,-48.63799,233.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8022,-48.63773,232.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.8013,-48.63755,232.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.80041,-48.63744,232.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79951,-48.63734,232.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7986,-48.63734,232.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79771,-48.63753,232.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79684,-48.6378,232.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79596,-48.63802,232.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79506,-48.63815,232.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7937,-48.63824,232.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79281,-48.63828,231.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79191,-48.63814,231.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79107,-48.63779,231.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.79026,-48.63735,231.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78944,-48.63692,231.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7886,-48.63652,231.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78777,-48.63614,231.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78693,-48.63575,231.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78608,-48.63543,231.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78536,-48.63529,231.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78446,-48.63528,230.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78357,-48.63542,230.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78268,-48.63561,230.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78178,-48.63566,230.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.78087,-48.63555,230.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77999,-48.63536,230.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7791,-48.63517,230.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77822,-48.63498,230.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77733,-48.63479,230.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7767,-48.63466,230.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77581,-48.63447,229.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77493,-48.63428,229.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77404,-48.63408,229.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77315,-48.63385,229.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77228,-48.63361,229.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77139,-48.6334,229.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.77051,-48.63318,229.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76969,-48.63276,229.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76898,-48.63215,229.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76811,-48.63142,229.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76726,-48.63106,228.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76636,-48.63092,228.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76547,-48.63084,228.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76457,-48.63076,228.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76366,-48.63071,228.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76277,-48.63067,228.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76187,-48.63062,228.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76096,-48.63056,228.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.76006,-48.63063,228.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7591,-48.63091,228.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75826,-48.63126,227.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75741,-48.63164,227.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75657,-48.63201,227.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75573,-48.63238,227.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75489,-48.63274,227.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75405,-48.63313,227.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75322,-48.63354,227.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75239,-48.63395,227.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75156,-48.63433,227.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.75072,-48.6347,227.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74987,-48.63507,226.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74903,-48.63544,226.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74819,-48.63581,226.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74735,-48.63618,226.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7465,-48.63655,226.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74566,-48.63689,226.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74479,-48.63717,226.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74393,-48.63745,226.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74306,-48.63773,226.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74219,-48.638,226.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74131,-48.63829,225.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.74046,-48.63856,225.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73959,-48.63884,225.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73871,-48.63912,225.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73784,-48.6394,225.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73697,-48.63967,225.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7361,-48.63995,225.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73524,-48.64022,225.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73437,-48.6405,225.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73402,-48.64061,225.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73315,-48.64089,224.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73229,-48.64117,224.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73142,-48.64145,224.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.73055,-48.64172,224.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72968,-48.642,224.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72879,-48.64228,224.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72793,-48.64256,224.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72706,-48.64284,224.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72619,-48.64312,224.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7248,-48.64357,224.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72393,-48.64386,223.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72306,-48.64414,223.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72222,-48.64451,223.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72143,-48.64499,223.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.72064,-48.6455,223.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71987,-48.64601,223.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71909,-48.64651,223.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71831,-48.64702,223.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71752,-48.64753,223.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71728,-48.64768,223.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71649,-48.64819,222.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71572,-48.64869,222.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71493,-48.6492,222.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71415,-48.6497,222.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71336,-48.65022,222.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71259,-48.65075,222.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7119,-48.65142,222.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71131,-48.65218,222.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.71074,-48.65296,222.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70966,-48.65446,222.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7091,-48.65525,221.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70851,-48.65602,221.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70783,-48.65669,221.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70707,-48.65722,221.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70624,-48.65762,221.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70539,-48.65798,221.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70455,-48.65834,221.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.7037,-48.6587,221.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70285,-48.65907,221.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.702,-48.65943,221.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.701,-48.65986,220.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.70015,-48.66022,220.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69931,-48.66058,220.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69845,-48.66094,220.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.6976,-48.6613,220.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69675,-48.66166,220.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69592,-48.66201,220.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69506,-48.66238,220.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69422,-48.66274,220.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69396,-48.66285,220.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69312,-48.6632,219.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69227,-48.66356,219.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69143,-48.66392,219.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.69058,-48.66428,219.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68974,-48.66464,219.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68889,-48.665,219.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68805,-48.66536,219.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.6872,-48.66573,219.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68636,-48.66608,219.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68543,-48.66648,219.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68459,-48.66683,218.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68374,-48.66719,218.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68289,-48.66755,218.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68205,-48.66791,218.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.6812,-48.66827,218.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.68036,-48.66863,218.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67951,-48.66899,218.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67867,-48.66935,218.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67782,-48.6697,218.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67697,-48.67006,218.0
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67613,-48.67042,217.9
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67528,-48.67078,217.8
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67444,-48.67114,217.7
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67359,-48.6715,217.6
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67274,-48.67186,217.5
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67189,-48.67222,217.4
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67105,-48.67257,217.3
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.67021,-48.67292,217.2
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.66935,-48.67326,217.1
AUTOPISTA LITORAL SUL,2009,BR-101/SC,Decrescente,-27.6685,-48.6736,217.0
