concessionaria;ano_do_pnv_snv;uf;rodovia;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;79,231;-31,680387;-52,449253;80,840;-31,669479;-52,459610
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;80,841;-31,669479;-52,459610;81,740;-31,662537;-52,464454
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;81,741;-31,662537;-52,464454;82,450;-31,657071;-52,468284
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;82,451;-31,657071;-52,468284;86,310;-31,632406;-52,495827
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;86,311;-31,632406;-52,495827;89,010;-31,612193;-52,511330
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;89,011;-31,612193;-52,511330;90,881;-31,600194;-52,524277
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;90,882;-31,600194;-52,524277;91,451;-31,596242;-52,527772
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;91,452;-31,596242;-52,527772;93,405;-31,580258;-52,534914
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;93,406;-31,580258;-52,534914;98,230;-31,546507;-52,563313
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;98,231;-31,546507;-52,563313;101,800;-31,524664;-52,589993
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;101,801;-31,524664;-52,589993;105,740;-31,496456;-52,613982
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;105,741;-31,496456;-52,613982;108,280;-31,476054;-52,625532
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;108,281;-31,476054;-52,625532;109,950;-31,463274;-52,634732
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;109,951;-31,463274;-52,634732;113,700;-31,434772;-52,654184
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;113,701;-31,434772;-52,654184;116,601;-31,415441;-52,672198
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;116,602;-31,415441;-52,672198;122,050;-31,386194;-52,707644
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;122,051;-31,386194;-52,707644;122,581;-31,382200;-52,710665
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;122,582;-31,382200;-52,710665;123,060;-31,378486;-52,713528
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;123,061;-31,378486;-52,713528;124,170;-31,371022;-52,720741
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;124,171;-31,371022;-52,720741;124,750;-31,366561;-52,724290
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;124,751;-31,366561;-52,724290;125,461;-31,360645;-52,727912
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;125,462;-31,360645;-52,727912;126,020;-31,356194;-52,729766
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;126,021;-31,356194;-52,729766;126,850;-31,349726;-52,733434
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;126,851;-31,349726;-52,733434;127,575;-31,344759;-52,737842
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;127,576;-31,344759;-52,737842;128,080;-31,340913;-52,741566
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;128,081;-31,340913;-52,741566;129,130;-31,332873;-52,747534
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;129,131;-31,332873;-52,747534;130,440;-31,323889;-52,756442
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;130,441;-31,323889;-52,756442;132,040;-31,313250;-52,767757
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;132,041;-31,313250;-52,767757;134,170;-31,297362;-52,779621
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;134,171;-31,297362;-52,779621;134,800;-31,292200;-52,782326
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;134,801;-31,292200;-52,782326;135,261;-31,280673;-52,789862
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;135,262;-31,280673;-52,789862;137,015;-31,274201;-52,792366
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;137,016;-31,274201;-52,792366;139,390;-31,253238;-52,795647
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;139,391;-31,253238;-52,795647;139,971;-31,248086;-52,797043
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;139,972;-31,248086;-52,797043;143,540;-31,223520;-52,819246
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;143,541;-31,223520;-52,819246;145,310;-31,209206;-52,827331
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;145,311;-31,209206;-52,827331;146,050;-31,202070;-52,829402
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;146,051;-31,202070;-52,829402;147,120;-31,194229;-52,833164
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;147,121;-31,194229;-52,833164;147,730;-31,189432;-52,835564
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;147,731;-31,189432;-52,835564;149,050;-31,178907;-52,842473
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;149,051;-31,178907;-52,842473;149,621;-31,174891;-52,845789
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;149,622;-31,174891;-52,845789;150,690;-31,168499;-52,853848
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;150,691;-31,168499;-52,853848;152,400;-31,159274;-52,868129
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;152,401;-31,159274;-52,868129;152,931;-31,157613;-52,876450
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;152,932;-31,157613;-52,876450;153,860;-31,151351;-52,879222
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;153,861;-31,151351;-52,879222;155,650;-31,137400;-52,887450
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;155,651;-31,137400;-52,887450;156,901;-31,128695;-52,894651
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;156,902;-31,128695;-52,894651;159,560;-31,115277;-52,917806
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;159,561;-31,115277;-52,917806;160,051;-31,114694;-52,923651
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;160,052;-31,114694;-52,923651;161,120;-31,111286;-52,933757
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;161,121;-31,111286;-52,933757;162,790;-31,107610;-52,950209
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;162,791;-31,107610;-52,950209;165,270;-31,092629;-52,968900
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;165,271;-31,092629;-52,968900;165,805;-31,088692;-52,972749
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;165,806;-31,088692;-52,972749;166,580;-31,085119;-52,979216
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;166,581;-31,085119;-52,979216;167,890;-31,078646;-52,990427
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;167,891;-31,078646;-52,990427;169,800;-31,066048;-53,003480
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;169,801;-31,066048;-53,003480;170,995;-31,055824;-53,008391
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;170,996;-31,055824;-53,008391;173,160;-31,041565;-53,023395
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;173,161;-31,041565;-53,023395;173,970;-31,036455;-53,029592
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;173,971;-31,036455;-53,029592;174,860;-31,030734;-53,036277
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;174,861;-31,030734;-53,036277;176,450;-31,020000;-53,047045
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;176,451;-31,020000;-53,047045;177,110;-31,015065;-53,051154
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;177,111;-31,015065;-53,051154;177,760;-31,010319;-53,055161
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;177,761;-31,010319;-53,055161;179,970;-30,992576;-53,056310
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;179,971;-30,992576;-53,056310;180,520;-30,988892;-53,052679
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;180,521;-30,988892;-53,052679;183,470;-30,965668;-53,040919
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;8,685;-32,108439;-52,111253;9,470;-32,113768;-52,117020
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;0,010;-32,045509;-52,075984;1,190;-32,046492;-52,085717
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;4,530;-32,073237;-52,098638;6,535;-32,089514;-52,107635
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;65,090;-31,765059;-52,384257;68,400;-31,745421;-52,403816
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;94,300;-15,208600;-48,698900;94,900;-15,207800;-48,705500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;95,160;-15,207600;-48,707900;95,590;-15,207100;-48,711900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;96,190;-15,206400;-48,717400;96,540;-15,206000;-48,720700
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;98,630;-15,203700;-48,740000;99,020;-15,203300;-48,743700
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;99,900;-15,202300;-48,751800;100,630;-15,200700;-48,758300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;102,040;-15,193900;-48,769500;103,190;-15,187900;-48,778200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;103,540;-15,186000;-48,780900;103,880;-15,184200;-48,783400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;104,200;-15,182400;-48,785700;105,970;-15,170600;-48,796200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;107,250;-15,159900;-48,800900;110,030;-15,143300;-48,819600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;110,290;-15,141800;-48,821400;111,400;-15,135100;-48,829200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;111,660;-15,133600;-48,831000;112,740;-15,125400;-48,836000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;113,100;-15,122300;-48,836900;113,980;-15,115000;-48,840100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;115,720;-15,102200;-48,849500;116,240;-15,098300;-48,852300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;116,520;-15,096000;-48,853300;117,920;-15,084900;-48,859500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;121,400;-15,059100;-48,878100;122,950;-15,048300;-48,887200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;124,800;-15,032500;-48,893000;125,390;-15,027500;-48,894800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;126,370;-15,019300;-48,897900;126,470;-15,018500;-48,898200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;127,910;-15,006300;-48,902700;131,770;-14,983700;-48,925200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;132,730;-14,977000;-48,929700;133,030;-14,974000;-48,930100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;133,280;-14,971800;-48,930300;134,280;-14,962700;-48,931300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;135,140;-14,955000;-48,932200;135,840;-14,948800;-48,933600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;136,670;-14,942600;-48,937600;139,040;-14,926500;-48,949100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;139,550;-14,922000;-48,950600;140,330;-14,915700;-48,953500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;141,180;-14,909300;-48,958100;142,170;-14,902000;-48,963500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;142,460;-14,899900;-48,965000;142,860;-14,897000;-48,967400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;143,430;-14,893900;-48,971600;144,810;-14,885700;-48,981100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;145,130;-14,884100;-48,983600;145,500;-14,882300;-48,986600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;145,870;-14,880500;-48,989500;146,400;-14,877900;-48,993700
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;146,890;-14,875500;-48,997500;147,140;-14,874400;-48,999500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;147,410;-14,873000;-49,001600;149,320;-14,864700;-49,016800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;150,140;-14,858600;-49,021100;150,470;-14,856000;-49,022800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;151,920;-14,844100;-49,028300;152,450;-14,839800;-49,030300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;153,060;-14,834700;-49,032700;153,260;-14,833100;-49,033500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;155,300;-14,816300;-49,041300;155,890;-14,811300;-49,043600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;156,720;-14,804500;-49,046800;157,150;-14,800900;-49,048400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;158,230;-14,792000;-49,052600;158,820;-14,786900;-49,054000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;159,120;-14,784200;-49,054100;160,230;-14,775000;-49,057300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;160,570;-14,771800;-49,057600;161,520;-14,763800;-49,060100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;162,200;-14,758400;-49,063200;162,520;-14,755900;-49,064600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;162,890;-14,752900;-49,066300;164,230;-14,741400;-49,069300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;164,500;-14,739000;-49,069300;165,670;-14,729500;-49,073000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;166,850;-14,721600;-49,080500;167,390;-14,718100;-49,083900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;167,650;-14,716700;-49,085800;167,910;-14,715200;-49,087800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;172,120;-14,692600;-49,119100;173,030;-14,687500;-49,125900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;173,340;-14,685400;-49,127800;173,690;-14,683100;-49,130000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;174,420;-14,678200;-49,134600;175,020;-14,674200;-49,138300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;175,570;-14,671100;-49,142400;175,860;-14,669500;-49,144500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;176,580;-14,665600;-49,149800;177,330;-14,661400;-49,155300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;177,340;-14,661400;-49,155300;178,110;-14,660100;-49,157100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;178,120;-14,660100;-49,157100;179,660;-14,646000;-49,169600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Crescente;Norte;Ativo;;179,670;-14,646000;-49,169600;180,980;-14,635800;-49,176000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;94,300;-15,208600;-48,698900;95,160;-15,207600;-48,707900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;95,400;-15,207300;-48,710200;95,850;-15,206800;-48,714300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;96,450;-15,206100;-48,719900;96,810;-15,205800;-48,723200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;98,860;-15,203500;-48,742200;99,270;-15,203000;-48,745900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;100,200;-15,202000;-48,754600;100,880;-15,199500;-48,760300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;102,300;-15,192700;-48,771500;103,540;-15,186000;-48,780900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;103,880;-15,184200;-48,783400;104,200;-15,182400;-48,785700
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;104,490;-15,180800;-48,787900;106,240;-15,168400;-48,797200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;107,510;-15,157800;-48,801800;110,290;-15,141800;-48,821400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;110,550;-15,140200;-48,823200;111,660;-15,133600;-48,831000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;112,000;-15,131600;-48,833300;113,100;-15,122300;-48,836900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;113,460;-15,119200;-48,837900;114,220;-15,113200;-48,841400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;116,000;-15,100100;-48,851100;116,520;-15,096000;-48,853300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;116,800;-15,093700;-48,854400;118,210;-15,082800;-48,861000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;121,650;-15,057300;-48,879400;123,220;-15,046000;-48,888100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;125,230;-15,028900;-48,894300;125,390;-15,027500;-48,894800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;126,370;-15,019300;-48,897900;126,710;-15,016400;-48,898900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;128,160;-15,004200;-48,903400;131,770;-14,983700;-48,925200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;132,730;-14,977000;-48,929700;133,280;-14,971800;-48,930300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;133,520;-14,969600;-48,930600;134,550;-14,960300;-48,931600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;135,390;-14,952700;-48,932400;136,100;-14,946900;-48,934900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;136,920;-14,940600;-48,938900;139,290;-14,924300;-48,949800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;139,880;-14,919300;-48,951700;140,610;-14,913600;-48,955000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;141,430;-14,907500;-48,959500;142,460;-14,899900;-48,965000
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;142,730;-14,897800;-48,966600;143,120;-14,895600;-48,969300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;143,690;-14,892600;-48,973500;145,130;-14,884100;-48,983600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;145,460;-14,882500;-48,986300;145,870;-14,880500;-48,989500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;146,230;-14,878700;-48,992400;146,640;-14,876700;-48,995600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;147,140;-14,874400;-48,999500;147,410;-14,873000;-49,001600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;147,690;-14,871700;-49,003800;147,800;-14,871200;-49,004700
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;148,200;-14,869200;-49,007800;149,620;-14,862400;-49,018400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;150,380;-14,856800;-49,022400;150,730;-14,853900;-49,023800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;152,240;-14,841600;-49,029500;152,450;-14,839800;-49,030400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;153,060;-14,834700;-49,032700;153,700;-14,829400;-49,035200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;155,560;-14,814200;-49,042300;156,160;-14,809100;-49,044600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;156,990;-14,802300;-49,047800;157,410;-14,798800;-49,049400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;158,480;-14,790000;-49,053500;159,120;-14,784200;-49,054100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;159,420;-14,781500;-49,054300;160,570;-14,771800;-49,057600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;160,920;-14,768600;-49,057900;161,790;-14,761700;-49,061400
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;162,450;-14,756400;-49,064400;162,890;-14,752900;-49,066300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;163,260;-14,750000;-49,068000;164,500;-14,739000;-49,069300
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;164,770;-14,736500;-49,069200;165,920;-14,727800;-49,074600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;167,140;-14,719700;-49,082300;167,650;-14,716700;-49,085800
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;167,890;-14,715400;-49,087600;168,190;-14,713700;-49,089900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;172,380;-14,691200;-49,121100;173,340;-14,685500;-49,127900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;173,640;-14,683500;-49,129700;173,940;-14,681400;-49,131600
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;174,670;-14,676500;-49,136100;175,280;-14,672700;-49,140200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;175,860;-14,669500;-49,144500;176,220;-14,667500;-49,147200
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;176,580;-14,665600;-49,149800;176,860;-14,664000;-49,151900
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;177,150;-14,662400;-49,154000;177,600;-14,660100;-49,157100
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;177,890;-14,658500;-49,159200;179,420;-14,647900;-49,168500
ECOVIAS DO ARAGUAIA;2021;GO;BR-080;Principal;Decrescente;Sul;Ativo;;180,540;-14,639200;-49,173900;180,980;-14,635800;-49,176000
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;625,110;-11,319100;-48,944400;625,440;-11,321900;-48,945500
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;626,210;-11,328400;-48,948100;626,700;-11,332600;-48,949700
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;627,120;-11,336100;-48,951100;628,570;-11,348200;-48,955800
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;628,920;-11,351300;-48,957000;629,280;-11,354400;-48,958300
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;630,110;-11,361300;-48,961000;630,430;-11,364100;-48,962100
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;632,130;-11,378600;-48,967700;632,510;-11,381800;-48,969000
ECOVIAS DO ARAGUAIA;2021;TO;BR-153;Principal;Crescente;Sul;Ativo;;633,130;-11,387100;-48,971100;633,420;-11,389500;-48,972000
