concessionaria;ano_do_pnv_snv;uf;rodovia;tipo_de_pista;sentido;direcao;situacao;data_da_inativacao;km_m_inicio;latitude_inicio;longitude_inicio;km_m_final;latitude_final;longitude_final
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;623,371;-32,325644;-53,144389;625,480;-32,340197;-53,158641
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;625,481;-32,340196;-53,158640;626,920;-32,350226;-53,168730
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;626,921;-32,350225;-53,168729;629,510;-32,367864;-53,186504
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;629,511;-32,367863;-53,186503;631,100;-32,378800;-53,197509
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;631,101;-32,378799;-53,197508;632,630;-32,389287;-53,208072
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;632,631;-32,389286;-53,208071;635,100;-32,406142;-53,225068
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;635,101;-32,406141;-53,225067;640,060;-32,440122;-53,259315
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;640,061;-32,440121;-53,259314;640,920;-32,446020;-53,265257
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;640,921;-32,446019;-53,265256;641,740;-32,451177;-53,271218
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;641,741;-32,451176;-53,271217;642,280;-32,454371;-53,275442
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;642,281;-32,454370;-53,275441;643,740;-32,464705;-53,285094
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;643,741;-32,464704;-53,285093;650,760;-32,512463;-53,333688
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;650,761;-32,512462;-53,333687;652,870;-32,526311;-53,348939
ECOSUL;1996;RS;BR-116;Principal;Crescente;Sul;Ativo;;652,871;-32,526310;-53,348938;655,630;-32,543874;-53,370516
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;530,420;-31,762079;-52,440968;531,540;-31,768959;-52,450558
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;531,541;-31,768959;-52,450558;534,730;-31,786974;-52,475298
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;534,731;-31,786974;-52,475298;538,380;-31,808374;-52,504957
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;538,381;-31,808374;-52,504957;542,010;-31,823787;-52,537984
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;542,011;-31,823787;-52,537984;543,230;-31,830046;-52,548545
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;543,231;-31,830046;-52,548545;547,980;-31,855233;-52,588190
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;547,981;-31,855233;-52,588190;558,005;-31,908723;-52,672162
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;558,006;-31,908723;-52,672162;561,920;-31,922193;-52,710274
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;561,921;-31,922193;-52,710274;563,630;-31,927285;-52,727580
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;563,631;-31,927285;-52,727580;566,470;-31,939069;-52,753428
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;566,471;-31,939069;-52,753428;567,100;-31,943506;-52,757713
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;567,101;-31,943506;-52,757713;568,430;-31,952730;-52,766714
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;568,431;-31,952730;-52,766714;574,170;-31,992347;-52,805478
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;574,171;-31,992347;-52,805478;575,950;-32,004463;-52,817323
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;575,951;-32,004463;-52,817323;577,340;-32,014331;-52,826926
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;577,341;-32,014331;-52,826926;580,820;-32,038233;-52,850377
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;580,821;-32,038233;-52,850377;581,980;-32,046412;-52,858335
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;581,981;-32,046412;-52,858335;586,780;-32,077512;-52,888808
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;586,781;-32,077512;-52,888808;589,120;-32,095775;-52,907248
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;589,121;-32,095775;-52,907248;590,130;-32,101602;-52,914935
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;590,131;-32,101602;-52,914935;591,040;-32,107239;-52,921723
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;591,041;-32,107239;-52,921723;592,470;-32,116799;-52,932352
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;592,471;-32,116799;-52,932352;593,720;-32,122698;-52,942472
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;593,721;-32,122698;-52,942472;594,600;-32,128596;-52,949679
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;594,601;-32,128596;-52,949679;595,451;-32,135236;-52,954430
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;595,452;-32,135236;-52,954430;595,981;-32,139325;-52,957376
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;595,982;-32,139325;-52,957376;596,400;-32,142563;-52,959665
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;596,401;-32,142563;-52,959665;598,320;-32,156376;-52,971319
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;598,321;-32,156376;-52,971319;599,640;-32,164538;-52,981616
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;599,641;-32,164538;-52,981616;600,610;-32,171433;-52,987882
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;600,611;-32,171433;-52,987882;601,600;-32,178970;-52,993914
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;601,601;-32,178970;-52,993914;602,760;-32,186564;-53,001686
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;602,761;-32,186564;-53,001686;603,700;-32,192183;-53,009180
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;603,701;-32,192183;-53,009180;606,450;-32,210672;-53,028460
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;606,451;-32,210672;-53,028460;607,500;-32,216746;-53,036806
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;607,501;-32,216746;-53,036806;608,071;-32,220092;-53,041430
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;608,072;-32,220092;-53,041430;610,000;-32,231765;-53,056523
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;610,001;-32,231765;-53,056523;610,880;-32,237699;-53,062681
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;610,881;-32,237699;-53,062681;612,430;-32,248216;-53,073599
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;612,431;-32,248216;-53,073599;613,800;-32,257504;-53,083248
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;613,801;-32,257504;-53,083248;614,850;-32,264549;-53,090583
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;614,851;-32,264549;-53,090583;615,221;-32,267225;-53,093359
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;615,222;-32,267225;-53,093359;619,090;-32,293788;-53,119577
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;619,091;-32,293788;-53,119577;620,800;-32,306396;-53,129386
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;620,801;-32,306396;-53,129386;623,780;-32,328888;-53,147241
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;623,781;-32,328888;-53,147241;626,100;-32,344678;-53,163141
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;626,101;-32,344678;-53,163141;627,800;-32,355752;-53,174282
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;627,801;-32,355752;-53,174282;630,070;-32,371902;-53,190556
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;630,071;-32,371902;-53,190556;631,640;-32,382502;-53,201193
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;631,641;-32,382502;-53,201193;633,130;-32,392812;-53,211630
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;633,131;-32,392812;-53,211630;636,450;-32,415644;-53,234641
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;636,451;-32,415644;-53,234641;640,750;-32,444681;-53,263914
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;640,751;-32,444681;-53,263914;641,580;-32,450403;-53,270155
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;641,581;-32,450403;-53,270155;642,180;-32,454021;-53,274971
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;642,181;-32,454021;-53,274971;643,060;-32,459895;-53,281205
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;643,061;-32,459895;-53,281205;644,100;-32,467728;-53,287509
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;644,101;-32,467728;-53,287509;651,640;-32,518454;-53,340275
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;651,641;-32,518454;-53,340275;654,980;-32,540114;-53,365082
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;654,981;-32,540114;-53,365082;656,620;-32,549139;-53,378305
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;480,700;-31,402101;-52,160403;483,900;-31,424665;-52,181196
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;478,500;-31,390601;-52,141811;478,910;-31,392828;-52,145381
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;477,090;-31,383236;-52,129844;478,480;-31,385377;-52,133303
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;475,995;-31,379943;-52,119303;476,850;-31,381923;-52,127718
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;474,360;-31,375303;-52,103694;475,600;-31,379886;-52,115437
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;473,000;-31,368548;-52,091685;473,920;-31,373119;-52,099800
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;471,360;-31,359575;-52,077991;472,370;-31,365489;-52,086234
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;470,550;-31,354418;-52,071749;471,250;-31,358978;-52,077270
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;469,020;-31,344972;-52,060328;470,170;-31,352339;-52,069221
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;465,550;-31,323701;-52,033231;466,470;-31,328833;-52,040804
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;463,600;-31,310376;-52,020147;465,400;-31,323340;-52,032650
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;461,640;-31,295134;-52,010416;462,320;-31,301174;-52,012891
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;459,800;-31,279001;-52,007041;460,250;-31,282936;-52,007880
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;454,150;-31,231287;-52,002215;455,230;-31,240929;-51,996501
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;456,461;-31,250574;-51,996915;458,320;-31,266070;-52,003433
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;458,321;-31,266071;-52,003434;459,040;-31,272505;-52,005648
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;453,280;-31,224324;-52,007408;453,670;-31,227872;-52,004499
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;451,330;-31,210458;-52,018555;452,550;-31,219530;-52,012738
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;450,250;-31,200974;-52,020532;451,060;-31,208141;-52,018917
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;447,710;-31,178293;-52,026368;448,070;-31,181903;-52,025457
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;445,890;-31,162214;-52,029900;446,450;-31,167603;-52,029102
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;443,730;-31,142703;-52,030842;444,260;-31,147933;-52,030991
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;440,350;-31,112899;-52,027793;441,060;-31,119291;-52,027184
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;438,071;-31,093480;-52,035612;438,669;-31,098517;-52,033591
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;438,670;-31,098521;-52,033596;439,150;-31,102702;-52,031895
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;436,650;-31,080914;-52,039159;437,230;-31,086435;-52,038482
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;433,981;-31,058452;-52,038115;434,509;-31,062644;-52,038088
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;434,510;-31,062647;-52,038091;435,350;-31,069677;-52,038025
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;433,100;-31,049189;-52,039195;433,500;-31,053758;-52,038225
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;425,470;-30,989115;-52,035852;431,090;-31,032275;-52,046895
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;423,530;-30,980571;-52,018312;424,350;-30,984187;-52,025551
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;408,110;-30,910242;-51,878818;408,850;-30,913757;-51,885440
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;404,510;-30,893069;-51,846874;405,200;-30,896373;-51,853028
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;500,240;-31,556838;-52,248203;501,060;-31,562825;-52,253697
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;498,305;-31,542201;-52,236978;499,020;-31,547742;-52,241228
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;496,740;-31,529467;-52,229899;497,620;-31,537243;-52,233192
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;494,500;-31,510299;-52,223566;495,899;-31,522826;-52,228483
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;491,660;-31,486353;-52,213363;493,620;-31,503333;-52,220092
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;489,270;-31,465059;-52,211147;491,150;-31,482108;-52,213223
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;487,220;-31,448425;-52,202230;487,720;-31,452336;-52,205267
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;485,510;-31,436314;-52,190985;486,050;-31,440400;-52,194390
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;508,680;-31,614170;-52,306310;525,620;-31,740109;-52,397046
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;506,990;-31,602873;-52,294716;507,980;-31,608793;-52,300785
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;503,640;-31,580073;-52,271358;504,040;-31,582980;-52,274332
ECOSUL;1996;RS;BR-116;Principal;Decrescente;Norte;Ativo;;501,960;-31,568998;-52,260016;502,530;-31,572932;-52,264038
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;62,880;-31,771705;-52,363326;63,610;-31,767949;-52,369195
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;64,360;-31,765404;-52,376560;65,090;-31,765059;-52,384257
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;5,530;-32,081088;-52,104625;9,470;-32,113768;-52,117020
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;72,211;-31,718735;-52,391590;72,731;-31,715309;-52,393968
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;72,732;-31,715309;-52,393968;73,400;-31,710494;-52,399138
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;73,401;-31,710494;-52,399138;74,770;-31,703486;-52,410798
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;74,771;-31,703486;-52,410798;76,600;-31,693950;-52,426647
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;76,601;-31,693950;-52,426647;77,070;-31,691604;-52,430636
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;77,071;-31,691604;-52,430636;77,800;-31,687654;-52,437222
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;77,801;-31,687654;-52,437222;79,100;-31,681044;-52,448220
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;79,101;-31,681044;-52,448220;80,520;-31,671533;-52,458157
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;80,521;-31,671533;-52,458157;81,110;-31,666935;-52,461419
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;81,111;-31,666935;-52,461419;82,100;-31,659368;-52,466756
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;82,101;-31,659368;-52,466756;84,500;-31,644094;-52,483545
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;84,501;-31,644094;-52,483545;85,921;-31,635084;-52,493655
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;85,922;-31,635084;-52,493655;88,740;-31,614693;-52,510452
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;88,741;-31,614693;-52,510452;93,200;-31,581748;-52,534842
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;93,201;-31,581748;-52,534842;98,030;-31,547700;-52,561904
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;98,031;-31,547700;-52,561904;100,240;-31,533860;-52,578488
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;100,241;-31,533860;-52,578488;101,331;-31,527662;-52,587017
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;101,332;-31,527662;-52,587017;103,430;-31,513170;-52,601467
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;103,431;-31,513170;-52,601467;108,100;-31,477083;-52,624751
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;108,101;-31,477083;-52,624751;109,670;-31,465413;-52,633425
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;109,671;-31,465413;-52,633425;113,110;-31,438480;-52,650875
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;113,111;-31,438480;-52,650875;121,880;-31,387441;-52,706689
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;121,881;-31,387441;-52,706689;122,960;-31,379306;-52,712844
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;122,961;-31,379306;-52,712844;123,760;-31,373700;-52,717967
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;123,761;-31,373700;-52,717967;124,640;-31,367431;-52,723862
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;124,641;-31,367431;-52,723862;125,970;-31,356639;-52,729650
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;125,971;-31,356639;-52,729650;126,640;-31,350954;-52,732558
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;126,641;-31,350954;-52,732558;127,140;-31,347389;-52,735451
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;127,141;-31,347389;-52,735451;128,070;-31,340871;-52,741593
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;128,071;-31,340871;-52,741593;128,580;-31,337157;-52,744701
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;128,581;-31,337157;-52,744701;129,920;-31,327174;-52,752521
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;129,921;-31,327174;-52,752521;131,300;-31,318334;-52,762832
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;131,301;-31,318334;-52,762832;133,810;-31,300119;-52,778154
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;133,811;-31,300119;-52,778154;134,680;-31,293030;-52,782002
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;134,681;-31,293030;-52,782002;135,850;-31,284000;-52,787974
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;135,851;-31,284000;-52,787974;136,911;-31,275003;-52,792290
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;136,912;-31,275003;-52,792290;137,600;-31,268885;-52,793268
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;137,601;-31,268885;-52,793268;140,850;-31,241604;-52,802706
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;140,851;-31,241604;-52,802706;143,361;-31,224791;-52,818527
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;143,362;-31,224791;-52,818527;145,040;-31,211449;-52,826364
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;145,041;-31,211449;-52,826364;145,630;-31,206741;-52,828249
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;145,631;-31,206741;-52,828249;146,980;-31,195286;-52,832369
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;146,981;-31,195286;-52,832369;147,520;-31,191097;-52,835003
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;147,521;-31,191097;-52,835003;148,650;-31,181894;-52,839926
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;148,651;-31,181894;-52,839926;149,620;-31,174893;-52,845835
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;149,621;-31,174893;-52,845835;150,670;-31,168553;-52,853871
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;150,671;-31,168553;-52,853871;150,940;-31,167000;-52,856087
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;150,941;-31,167000;-52,856087;151,981;-31,161188;-52,864323
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;151,982;-31,161188;-52,864323;153,680;-31,152775;-52,878924
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;153,681;-31,152775;-52,878924;155,530;-31,138091;-52,887344
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;155,531;-31,138091;-52,887344;158,660;-31,119137;-52,909835
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;158,661;-31,119137;-52,909835;160,550;-31,112844;-52,928117
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;160,551;-31,112844;-52,928117;162,410;-31,108341;-52,946735
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;162,411;-31,108341;-52,946735;163,700;-31,103164;-52,958606
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;163,701;-31,103164;-52,958606;165,520;-31,090770;-52,970909
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;165,521;-31,090770;-52,970909;166,400;-31,085780;-52,977842
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;166,401;-31,085780;-52,977842;167,650;-31,079573;-52,988808
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;167,651;-31,079573;-52,988808;169,270;-31,069256;-53,000713
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;169,271;-31,069256;-53,000713;170,390;-31,060952;-53,006617
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;170,391;-31,060952;-53,006617;171,640;-31,050825;-53,012200
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;171,641;-31,050825;-53,012200;173,550;-31,039040;-53,026658
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;173,551;-31,039040;-53,026658;174,610;-31,032303;-53,034682
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;174,611;-31,032303;-53,034682;176,080;-31,022493;-53,045105
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;176,081;-31,022493;-53,045105;176,950;-31,016283;-53,050294
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;176,951;-31,016283;-53,050294;177,600;-31,011509;-53,054317
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;177,601;-31,011509;-53,054317;179,850;-30,993234;-53,057137
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;179,851;-30,993234;-53,057137;180,400;-30,989390;-53,053305
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;180,401;-30,989390;-53,053305;183,400;-30,966349;-53,041357
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;183,401;-30,966349;-53,041357;184,200;-30,959659;-53,042490
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;184,201;-30,959659;-53,042490;186,040;-30,949650;-53,056941
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;186,041;-30,949650;-53,056941;187,980;-30,946001;-53,075504
ECOSUL;1996;RS;BR-392;Principal;Crescente;Norte;Ativo;;187,981;-30,946001;-53,075504;188,181;-30,945662;-53,078463
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;72,780;-31,714758;-52,394337;74,150;-31,706616;-52,405449
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;74,151;-31,706616;-52,405449;76,090;-31,696648;-52,422131
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;76,091;-31,696648;-52,422131;76,610;-31,693971;-52,426558
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;76,611;-31,693971;-52,426558;77,410;-31,689941;-52,433359
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;77,411;-31,689941;-52,433359;78,520;-31,684103;-52,443067
ECOSUL;1996;RS;BR-392;Principal;Decrescente;Sul;Ativo;;78,521;-31,684103;-52,443067;79,230;-31,680387;-52,449253
