geometry
POINT (-6093552.115575149 -1977570.0305310357)
POINT (-6093522.281951616 -1977893.4454841837)
POINT (-6095472.265471841 -1964130.075030757)
POINT (-6095584.698157541 -1967767.0919699052)
POINT (-6095503.991526717 -1968041.9435513252)
POINT (-6094385.230644246 -1971491.8890190246)
POINT (-6094318.661588751 -1971751.6200793472)
POINT (-6095722.177728672 -1944937.1065475196)
POINT (-6095691.342229722 -1945312.1206237709)
POINT (-6095942.145042479 -1942997.22951844)
POINT (-6095901.958706303 -1943422.4330253792)
POINT (-6095953.1656720685 -1942173.6473203865)
POINT (-6095955.726020357 -1942695.1991211027)
POINT (-6095860.8818142 -1941079.8976280894)
POINT (-6095917.09815705 -1941545.727786543)
POINT (-6095483.954018374 -1963560.997832341)
POINT (-6095466.47685832 -1963898.1966954041)
POINT (-6096377.7382099535 -1953364.2626083896)
POINT (-6096355.362992303 -1953965.246172134)
POINT (-6095727.075786267 -1946798.4898185953)
POINT (-6096357.700701611 -1953127.3712844546)
POINT (-6095682.65930944 -1945821.1619771963)
POINT (-6095689.115839907 -1946176.9619850332)
POINT (-6095767.0394834615 -1935324.6123399662)
POINT (-6095860.8818142 -1934462.651258146)
POINT (-6095888.377728426 -1934090.1549039928)
POINT (-6095922.44149261 -1933214.382720657)
POINT (-6095918.879268904 -1932592.0806683532)
POINT (-6095792.865605325 -1930492.5980889678)
POINT (-6095753.013227622 -1929357.7484908602)
POINT (-6095647.482350349 -1940001.2329348896)
POINT (-6095608.1865701 -1939625.1460445286)
POINT (-6095531.487440943 -1938851.9049238132)
POINT (-6095516.236670705 -1938559.2525476723)
POINT (-6095502.4330538465 -1937907.2065375233)
POINT (-6095514.455558851 -1937607.926678978)
POINT (-6095544.623140857 -1937054.5785589372)
POINT (-6095601.730039634 -1936492.6243370553)
POINT (-6096041.998625721 -1923079.123805102)
POINT (-6096133.948525117 -1923391.3588739065)
