concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_de_uso_do_solo;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;1,601;-12,282466;-38,946549;1,700;-12,282903;-38,947352
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;1,701;-12,282903;-38,947352;1,800;-12,283422;-38,948128
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;1,801;-12,283422;-38,948128;1,900;-12,283861;-38,948936
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;1,901;-12,283861;-38,948936;2,000;-12,284175;-38,949588
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;3,401;-12,286350;-38,961792;3,500;-12,286352;-38,962710
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;3,501;-12,286352;-38,962710;3,600;-12,286276;-38,963692
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;3,601;-12,286276;-38,963692;3,700;-12,286184;-38,964653
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;3,701;-12,286184;-38,964653;3,800;-12,286032;-38,965634
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;3,801;-12,286032;-38,965634;3,900;-12,285865;-38,966562
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;3,901;-12,285865;-38,966562;4,000;-12,285637;-38,967537
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;4,001;-12,285637;-38,967537;4,100;-12,285394;-38,968467
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;4,101;-12,285394;-38,968467;4,200;-12,284999;-38,969772
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;6,101;-12,275199;-38,983252;6,200;-12,274527;-38,983849
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;6,201;-12,274527;-38,983849;6,300;-12,273766;-38,984465
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;6,301;-12,273766;-38,984465;6,400;-12,273013;-38,985001
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;6,401;-12,273013;-38,985001;6,500;-12,272190;-38,985512
VIA BAHIA;2003;CONTORNO SUL  - FS/BA;Marginal;Crescente;Urbano;6,501;-12,272190;-38,985512;6,600;-12,271301;-38,986165
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;519,701;-12,282069;-38,922769;519,800;-12,282663;-38,922105
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;519,801;-12,282663;-38,922105;519,900;-12,283175;-38,921423
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;519,901;-12,283175;-38,921423;520,000;-12,283541;-38,920871
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,301;-12,290074;-38,912265;521,400;-12,290623;-38,911558
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,401;-12,290623;-38,911558;521,500;-12,291194;-38,910769
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,501;-12,291194;-38,910769;521,600;-12,291796;-38,909994
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,601;-12,291796;-38,909994;521,700;-12,292376;-38,909193
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,701;-12,292376;-38,909193;521,800;-12,292957;-38,908481
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,801;-12,292957;-38,908481;521,900;-12,293542;-38,907757
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;521,901;-12,293542;-38,907757;522,000;-12,294116;-38,906927
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,001;-12,294116;-38,906927;522,100;-12,294686;-38,906163
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,101;-12,294686;-38,906163;522,200;-12,295279;-38,905376
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,201;-12,295279;-38,905376;522,300;-12,295858;-38,904661
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,301;-12,295858;-38,904661;522,400;-12,296414;-38,903881
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,401;-12,296414;-38,903881;522,500;-12,296991;-38,903124
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,501;-12,296991;-38,903124;522,600;-12,297608;-38,902342
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;522,601;-12,297608;-38,902342;522,700;-12,298195;-38,901589
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;524,801;-12,308590;-38,887740;524,900;-12,309197;-38,887065
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;524,901;-12,309197;-38,887065;525,000;-12,309770;-38,886247
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,001;-12,309770;-38,886247;525,100;-12,310341;-38,885496
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,101;-12,310341;-38,885496;525,200;-12,310918;-38,884731
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,201;-12,310918;-38,884731;525,300;-12,311495;-38,883957
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,301;-12,311495;-38,883957;525,400;-12,312068;-38,883200
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,401;-12,312068;-38,883200;525,500;-12,312668;-38,882431
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,501;-12,312668;-38,882431;525,600;-12,313238;-38,881685
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,601;-12,313238;-38,881685;525,700;-12,313833;-38,880935
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,701;-12,313833;-38,880935;525,800;-12,314434;-38,880200
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,801;-12,314434;-38,880200;525,900;-12,314964;-38,879461
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;525,901;-12,314964;-38,879461;526,000;-12,315347;-38,878813
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;528,601;-12,329847;-38,859691;528,700;-12,330458;-38,858963
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;528,701;-12,330458;-38,858963;528,800;-12,331048;-38,858201
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;528,801;-12,331048;-38,858201;528,900;-12,331609;-38,857415
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;528,901;-12,331609;-38,857415;529,000;-12,332138;-38,856695
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;529,001;-12,332138;-38,856695;529,100;-12,332563;-38,856137
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;534,901;-12,366806;-38,817061;535,000;-12,367336;-38,816223
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;535,001;-12,367336;-38,816223;535,100;-12,367896;-38,815415
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;535,101;-12,367896;-38,815415;535,200;-12,368415;-38,814666
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;535,201;-12,368415;-38,814666;535,300;-12,369061;-38,813923
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;541,701;-12,397446;-38,767683;541,800;-12,397789;-38,766773
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;541,801;-12,397789;-38,766773;541,900;-12,398151;-38,765892
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;541,901;-12,398151;-38,765892;542,000;-12,398490;-38,764998
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;542,001;-12,398490;-38,764998;542,100;-12,398857;-38,764122
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;542,101;-12,398857;-38,764122;542,200;-12,399242;-38,763289
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;542,201;-12,399242;-38,763289;542,300;-12,399426;-38,762812
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;544,801;-12,417472;-38,750369;544,900;-12,418160;-38,749640
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;544,901;-12,418160;-38,749640;545,000;-12,418777;-38,748968
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;545,001;-12,418777;-38,748968;545,100;-12,419453;-38,748003
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;603,901;-12,784135;-38,412989;604,000;-12,784684;-38,412192
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,001;-12,784684;-38,412192;604,100;-12,785291;-38,411426
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,101;-12,785291;-38,411426;604,200;-12,785819;-38,410647
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,201;-12,785819;-38,410647;604,300;-12,786406;-38,409849
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,301;-12,786406;-38,409849;604,400;-12,786981;-38,409103
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,401;-12,786981;-38,409103;604,500;-12,787604;-38,408403
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,501;-12,787604;-38,408403;604,600;-12,788198;-38,407667
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,601;-12,788198;-38,407667;604,700;-12,788803;-38,406856
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,701;-12,788803;-38,406856;604,800;-12,789510;-38,406230
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,801;-12,789510;-38,406230;604,900;-12,790483;-38,405869
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;604,901;-12,790483;-38,405869;605,000;-12,791290;-38,405544
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,001;-12,791290;-38,405544;605,100;-12,792232;-38,405307
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,101;-12,792232;-38,405307;605,200;-12,793101;-38,405016
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,201;-12,793101;-38,405016;605,300;-12,794017;-38,404931
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,301;-12,794017;-38,404931;605,400;-12,794957;-38,404735
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,401;-12,794957;-38,404735;605,500;-12,795908;-38,404800
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,501;-12,795908;-38,404800;605,600;-12,796861;-38,404712
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;605,601;-12,796861;-38,404712;605,700;-12,797698;-38,404690
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,001;-12,856243;-38,421048;612,100;-12,857167;-38,421326
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,101;-12,857167;-38,421326;612,200;-12,857962;-38,421596
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,201;-12,857962;-38,421596;612,300;-12,858935;-38,421956
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,301;-12,858935;-38,421956;612,400;-12,859864;-38,422285
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,401;-12,859864;-38,422285;612,500;-12,860739;-38,422600
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,501;-12,860739;-38,422600;612,600;-12,861654;-38,422922
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,601;-12,861654;-38,422922;612,700;-12,862529;-38,423247
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,701;-12,862529;-38,423247;612,800;-12,863411;-38,423578
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,801;-12,863411;-38,423578;612,900;-12,864283;-38,423586
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;612,901;-12,864283;-38,423586;613,000;-12,865179;-38,424239
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;613,001;-12,865179;-38,424239;613,100;-12,866012;-38,424587
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;613,101;-12,866012;-38,424587;613,200;-12,866851;-38,424789
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;614,801;-12,878473;-38,431516;614,900;-12,879261;-38,432054
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;614,901;-12,879261;-38,432054;615,000;-12,880042;-38,432510
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;615,001;-12,880042;-38,432510;615,100;-12,880871;-38,433064
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;615,101;-12,880871;-38,433064;615,200;-12,881663;-38,433593
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;615,201;-12,881663;-38,433593;615,300;-12,882451;-38,434152
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;615,301;-12,882451;-38,434152;615,400;-12,883222;-38,434735
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;615,401;-12,883222;-38,434735;615,500;-12,883918;-38,435350
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;617,601;-12,895584;-38,448615;617,700;-12,896345;-38,449104
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;617,701;-12,896345;-38,449104;617,800;-12,897125;-38,449618
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;617,801;-12,897125;-38,449618;617,900;-12,897969;-38,450127
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;617,901;-12,897969;-38,450127;618,000;-12,898718;-38,450667
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;618,001;-12,898718;-38,450667;618,100;-12,899471;-38,451263
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;618,101;-12,899471;-38,451263;618,200;-12,900201;-38,451895
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;618,201;-12,900201;-38,451895;618,300;-12,900896;-38,452489
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;618,301;-12,900896;-38,452489;618,400;-12,901780;-38,453221
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;618,401;-12,901780;-38,453221;618,500;-12,902536;-38,453768
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;618,501;-12,902536;-38,453768;618,600;-12,903324;-38,454362
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,201;-12,907016;-38,457086;619,300;-12,907864;-38,457537
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,301;-12,907864;-38,457537;619,400;-12,908679;-38,457933
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,401;-12,908679;-38,457933;619,500;-12,909563;-38,458389
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,501;-12,909563;-38,458389;619,600;-12,910375;-38,458795
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,601;-12,910375;-38,458795;619,700;-12,911250;-38,459186
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,701;-12,911250;-38,459186;619,800;-12,912134;-38,459607
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,801;-12,912134;-38,459607;619,900;-12,912968;-38,460006
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;619,901;-12,912968;-38,460006;620,000;-12,913798;-38,460461
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;620,001;-12,913798;-38,460461;620,100;-12,914581;-38,461057
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;620,101;-12,914581;-38,461057;620,200;-12,915264;-38,461707
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;620,201;-12,915264;-38,461707;620,300;-12,915957;-38,462441
VIA BAHIA;2003;BR-324/BA;Marginal;Crescente;Urbano;620,301;-12,915957;-38,462441;620,400;-12,916902;-38,463314
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;519,501;-12,280619;-38,924153;519,600;-12,281156;-38,923394
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;519,601;-12,281156;-38,923394;519,700;-12,281760;-38,922650
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;519,701;-12,281760;-38,922650;519,800;-12,282342;-38,921882
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;519,801;-12,282342;-38,921882;519,900;-12,282874;-38,921232
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;519,901;-12,282874;-38,921232;520,000;-12,283470;-38,920551
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,201;-12,300417;-38,897704;523,300;-12,301089;-38,897063
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,301;-12,301089;-38,897063;523,400;-12,301678;-38,896351
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,401;-12,301678;-38,896351;523,500;-12,302245;-38,895616
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,501;-12,302245;-38,895616;523,600;-12,302830;-38,894838
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,601;-12,302830;-38,894838;523,700;-12,303409;-38,894098
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,701;-12,303409;-38,894098;523,800;-12,303975;-38,893334
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,801;-12,303975;-38,893334;523,900;-12,304571;-38,892569
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;523,901;-12,304571;-38,892569;524,000;-12,305121;-38,891803
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;524,001;-12,305121;-38,891803;524,100;-12,305673;-38,891129
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,001;-12,309869;-38,885670;525,100;-12,310435;-38,884891
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,101;-12,310435;-38,884891;525,200;-12,311027;-38,884149
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,201;-12,311027;-38,884149;525,300;-12,311620;-38,883363
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,301;-12,311620;-38,883363;525,400;-12,312210;-38,882587
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,401;-12,312210;-38,882587;525,500;-12,312741;-38,881784
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,501;-12,312741;-38,881784;525,600;-12,313373;-38,880997
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,601;-12,313373;-38,880997;525,700;-12,314025;-38,880113
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,701;-12,314025;-38,880113;525,800;-12,314590;-38,879434
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,801;-12,314590;-38,879434;525,900;-12,315088;-38,878664
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;525,901;-12,315088;-38,878664;526,000;-12,315698;-38,877986
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;529,101;-12,331699;-38,856883;529,200;-12,332263;-38,856119
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;529,201;-12,332263;-38,856119;529,300;-12,332761;-38,855323
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;529,301;-12,332761;-38,855323;529,400;-12,333305;-38,854614
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;529,401;-12,333305;-38,854614;529,500;-12,333862;-38,853918
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;529,501;-12,333862;-38,853918;529,600;-12,334341;-38,853399
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;529,901;-12,336638;-38,850365;530,000;-12,337126;-38,849545
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;530,001;-12,337126;-38,849545;530,100;-12,337593;-38,848703
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;530,101;-12,337593;-38,848703;530,200;-12,338168;-38,847911
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;530,201;-12,338168;-38,847911;530,300;-12,338808;-38,847143
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;530,301;-12,338808;-38,847143;530,400;-12,339341;-38,846390
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;530,401;-12,339341;-38,846390;530,500;-12,339970;-38,845661
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;530,501;-12,339970;-38,845661;530,600;-12,340546;-38,844911
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;534,901;-12,366183;-38,817190;535,000;-12,366688;-38,816369
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;535,001;-12,366688;-38,816369;535,100;-12,367270;-38,815655
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;535,101;-12,367270;-38,815655;535,200;-12,367860;-38,814881
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;535,201;-12,367860;-38,814881;535,300;-12,368478;-38,814078
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;535,301;-12,368478;-38,814078;535,400;-12,369176;-38,813326
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;541,501;-12,397084;-38,767423;541,600;-12,397476;-38,766536
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;541,601;-12,397476;-38,766536;541,700;-12,397785;-38,765677
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;541,701;-12,397785;-38,765677;541,800;-12,398160;-38,764717
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;541,801;-12,398160;-38,764717;541,900;-12,398519;-38,763902
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;541,901;-12,398519;-38,763902;542,000;-12,398912;-38,762989
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,001;-12,398912;-38,762989;542,100;-12,399275;-38,762156
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,101;-12,399275;-38,762156;542,200;-12,399658;-38,761272
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,201;-12,399658;-38,761272;542,300;-12,400072;-38,760402
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,301;-12,400072;-38,760402;542,400;-12,400335;-38,759572
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,401;-12,400335;-38,759572;542,500;-12,400818;-38,758579
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,501;-12,400818;-38,758579;542,600;-12,401171;-38,757722
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;542,601;-12,401171;-38,757722;542,700;-12,401615;-38,756880
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;543,951;-12,410282;-38,752183;544,050;-12,411284;-38,752129
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,051;-12,411284;-38,752129;544,150;-12,412173;-38,752076
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,151;-12,412173;-38,752076;544,250;-12,413084;-38,752011
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,251;-12,413084;-38,752011;544,350;-12,413987;-38,751755
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,351;-12,413987;-38,751755;544,450;-12,414927;-38,751435
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,451;-12,414927;-38,751435;544,550;-12,415677;-38,751045
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,551;-12,415677;-38,751045;544,650;-12,416558;-38,750648
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,651;-12,416558;-38,750648;544,750;-12,417271;-38,750065
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,751;-12,417271;-38,750065;544,850;-12,418029;-38,749460
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,851;-12,418029;-38,749460;544,950;-12,418618;-38,748691
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;544,951;-12,418618;-38,748691;545,050;-12,419213;-38,747929
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;545,051;-12,419213;-38,747929;545,150;-12,419676;-38,747105
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;545,151;-12,419676;-38,747105;545,250;-12,420141;-38,746280
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;545,251;-12,420141;-38,746280;545,350;-12,420583;-38,745434
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;545,351;-12,420583;-38,745434;545,450;-12,421338;-38,744379
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,201;-12,792319;-38,404780;604,300;-12,793204;-38,404657
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,301;-12,793204;-38,404657;604,400;-12,794133;-38,404497
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,401;-12,794133;-38,404497;604,500;-12,795035;-38,404490
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,501;-12,795035;-38,404490;604,600;-12,795957;-38,404443
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,601;-12,795957;-38,404443;604,700;-12,796918;-38,404425
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,701;-12,796918;-38,404425;604,800;-12,797849;-38,404375
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,801;-12,797849;-38,404375;604,900;-12,798794;-38,404285
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;604,901;-12,798794;-38,404285;605,000;-12,799712;-38,404137
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;605,001;-12,799712;-38,404137;605,100;-12,800650;-38,403988
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;605,101;-12,800650;-38,403988;605,200;-12,801530;-38,403876
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;605,201;-12,801530;-38,403876;605,300;-12,802617;-38,403765
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;611,401;-12,850621;-38,418638;611,500;-12,851526;-38,418784
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;611,501;-12,851526;-38,418784;611,600;-12,852392;-38,419084
