concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_de_uso_do_solo;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;611,601;-12,852392;-38,419084;611,700;-12,853263;-38,419399
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;611,701;-12,853263;-38,419399;611,800;-12,854151;-38,419731
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;611,801;-12,854151;-38,419731;611,900;-12,855042;-38,420064
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;611,901;-12,855042;-38,420064;612,000;-12,856224;-38,420602
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;612,601;-12,861365;-38,422567;612,700;-12,862283;-38,422747
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;612,701;-12,862283;-38,422747;612,800;-12,863106;-38,423146
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;612,801;-12,863106;-38,423146;612,900;-12,863968;-38,423481
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;612,901;-12,863968;-38,423481;613,000;-12,865132;-38,423911
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;613,001;-12,865132;-38,423911;613,100;-12,866107;-38,424164
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;613,501;-12,868366;-38,425106;613,600;-12,869190;-38,425444
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;613,601;-12,869190;-38,425444;613,700;-12,870066;-38,425921
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;613,701;-12,870066;-38,425921;613,800;-12,870963;-38,426421
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;613,801;-12,870963;-38,426421;613,900;-12,871743;-38,426922
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;613,901;-12,871743;-38,426922;614,000;-12,872565;-38,427471
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,001;-12,872565;-38,427471;614,100;-12,873352;-38,427972
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,101;-12,873352;-38,427972;614,200;-12,874163;-38,428470
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,201;-12,874163;-38,428470;614,300;-12,874970;-38,428938
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,301;-12,874970;-38,428938;614,400;-12,875801;-38,429442
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,401;-12,875801;-38,429442;614,500;-12,876575;-38,429927
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,501;-12,876575;-38,429927;614,600;-12,877409;-38,430478
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,601;-12,877409;-38,430478;614,700;-12,878201;-38,430952
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,701;-12,878201;-38,430952;614,800;-12,879011;-38,431463
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,801;-12,879011;-38,431463;614,900;-12,879823;-38,431950
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;614,901;-12,879823;-38,431950;615,000;-12,880726;-38,432628
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;616,601;-12,887124;-38,439409;616,700;-12,887675;-38,440142
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;616,701;-12,887675;-38,440142;616,800;-12,888192;-38,440965
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;616,801;-12,888192;-38,440965;616,900;-12,888655;-38,441797
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;616,901;-12,888655;-38,441797;617,000;-12,889176;-38,442588
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,001;-12,889176;-38,442588;617,100;-12,889711;-38,443422
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,101;-12,889711;-38,443422;617,200;-12,890320;-38,444112
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,201;-12,890320;-38,444112;617,300;-12,890939;-38,444803
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,301;-12,890939;-38,444803;617,400;-12,891651;-38,445456
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,401;-12,891651;-38,445456;617,500;-12,892392;-38,446012
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,501;-12,892392;-38,446012;617,600;-12,893200;-38,446567
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,601;-12,893200;-38,446567;617,700;-12,893991;-38,447074
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,701;-12,893991;-38,447074;617,800;-12,894812;-38,447567
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,801;-12,894812;-38,447567;617,900;-12,895648;-38,448095
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;617,901;-12,895648;-38,448095;618,000;-12,896342;-38,448654
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,001;-12,896342;-38,448654;618,100;-12,897187;-38,449102
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,101;-12,897187;-38,449102;618,200;-12,898014;-38,449594
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,201;-12,898014;-38,449594;618,300;-12,898809;-38,450138
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,301;-12,898809;-38,450138;618,400;-12,899585;-38,450686
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,401;-12,899585;-38,450686;618,500;-12,900276;-38,451307
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,501;-12,900276;-38,451307;618,600;-12,901022;-38,451904
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,601;-12,901022;-38,451904;618,700;-12,901771;-38,452549
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,701;-12,901771;-38,452549;618,800;-12,902474;-38,453139
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,801;-12,902474;-38,453139;618,900;-12,903173;-38,453765
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;618,901;-12,903173;-38,453765;619,000;-12,903899;-38,454353
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,001;-12,903899;-38,454353;619,100;-12,904627;-38,454975
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,101;-12,904627;-38,454975;619,200;-12,905397;-38,455558
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,201;-12,905397;-38,455558;619,300;-12,906114;-38,456124
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,301;-12,906114;-38,456124;619,400;-12,906952;-38,456627
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,401;-12,906952;-38,456627;619,500;-12,907736;-38,457122
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,501;-12,907736;-38,457122;619,600;-12,911219;-38,458511
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,601;-12,911219;-38,458511;619,700;-12,912038;-38,458947
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,701;-12,912038;-38,458947;619,800;-12,912879;-38,459377
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,801;-12,912879;-38,459377;619,900;-12,913711;-38,459872
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;619,901;-12,913711;-38,459872;620,000;-12,914524;-38,460347
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,001;-12,914524;-38,460347;620,100;-12,915180;-38,461083
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,101;-12,915180;-38,461083;620,200;-12,915886;-38,461676
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,201;-12,915886;-38,461676;620,300;-12,916604;-38,462366
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,301;-12,916604;-38,462366;620,400;-12,917280;-38,462985
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,401;-12,917280;-38,462985;620,500;-12,917952;-38,463668
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,501;-12,917952;-38,463668;620,600;-12,918625;-38,464338
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,601;-12,918625;-38,464338;620,700;-12,919291;-38,464981
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,701;-12,919291;-38,464981;620,800;-12,920017;-38,465648
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,801;-12,920017;-38,465648;620,900;-12,920642;-38,466376
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;620,901;-12,920642;-38,466376;621,000;-12,921223;-38,466965
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,101;-12,955050;-38,470968;625,200;-12,955938;-38,471218
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,201;-12,955938;-38,471218;625,300;-12,956830;-38,471529
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,301;-12,956830;-38,471529;625,400;-12,957713;-38,471835
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,401;-12,957713;-38,471835;625,500;-12,958586;-38,472246
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,501;-12,958586;-38,472246;625,600;-12,959360;-38,472798
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,601;-12,959360;-38,472798;625,700;-12,960044;-38,473453
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,701;-12,960044;-38,473453;625,800;-12,960674;-38,474078
VIA BAHIA;2003;BR-324/BA;Marginal;Decrescente;Urbano;625,801;-12,960674;-38,474078;625,900;-12,961122;-38,474724
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;426,201;-12,269882;-38,991511;426,300;-12,270426;-38,992126
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;426,301;-12,270426;-38,992126;426,400;-12,270995;-38,992587
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;428,751;-12,287531;-39,003469;428,850;-12,287586;-39,004391
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;428,851;-12,287586;-39,004391;428,950;-12,287664;-39,005329
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;428,951;-12,287664;-39,005329;429,050;-12,287724;-39,006244
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,051;-12,287724;-39,006244;429,150;-12,287786;-39,007154
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,151;-12,287786;-39,007154;429,250;-12,287878;-39,008074
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,251;-12,287878;-39,008074;429,350;-12,287922;-39,008980
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,351;-12,287922;-39,008980;429,450;-12,287983;-39,009883
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,451;-12,287983;-39,009883;429,550;-12,288012;-39,010816
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,551;-12,288012;-39,010816;429,650;-12,288129;-39,011741
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;429,651;-12,288129;-39,011741;429,750;-12,288342;-39,012561
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;447,901;-12,386039;-39,137772;448,000;-12,386507;-39,138572
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,001;-12,386507;-39,138572;448,100;-12,386900;-39,139407
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,101;-12,386900;-39,139407;448,200;-12,387307;-39,140215
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,201;-12,387307;-39,140215;448,300;-12,387718;-39,141032
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,301;-12,387718;-39,141032;448,400;-12,388148;-39,141836
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,401;-12,388148;-39,141836;448,500;-12,388584;-39,142652
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,501;-12,388584;-39,142652;448,600;-12,388997;-39,143461
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,601;-12,388997;-39,143461;448,700;-12,389440;-39,144273
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,701;-12,389440;-39,144273;448,800;-12,389933;-39,145054
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;448,801;-12,389933;-39,145054;448,900;-12,390447;-39,145844
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;459,101;-12,438242;-39,226467;459,200;-12,438671;-39,227266
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;459,201;-12,438671;-39,227266;459,300;-12,439071;-39,228085
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;459,301;-12,439071;-39,228085;459,400;-12,439495;-39,228902
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;459,401;-12,439495;-39,228902;459,500;-12,439912;-39,229723
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;459,501;-12,439912;-39,229723;459,600;-12,440321;-39,230547
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;459,601;-12,440321;-39,230547;459,700;-12,440620;-39,231038
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;460,601;-12,443836;-39,237546;460,700;-12,444237;-39,238363
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;460,701;-12,444237;-39,238363;460,800;-12,444644;-39,239173
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;460,801;-12,444644;-39,239173;460,900;-12,445085;-39,239992
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;460,901;-12,445085;-39,239992;461,000;-12,445478;-39,240826
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,001;-12,445478;-39,240826;461,100;-12,445883;-39,241671
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,101;-12,445883;-39,241671;461,200;-12,446259;-39,242516
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,201;-12,446259;-39,242516;461,300;-12,446716;-39,243334
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,301;-12,446716;-39,243334;461,400;-12,447114;-39,244125
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,401;-12,447114;-39,244125;461,500;-12,447528;-39,244983
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,501;-12,447528;-39,244983;461,600;-12,447939;-39,245786
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,601;-12,447939;-39,245786;461,700;-12,448329;-39,246610
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,701;-12,448329;-39,246610;461,800;-12,448725;-39,247438
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;461,801;-12,448725;-39,247438;461,900;-12,449055;-39,247863
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,251;-12,454947;-39,260031;463,350;-12,455421;-39,260855
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,351;-12,455421;-39,260855;463,450;-12,455848;-39,261690
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,451;-12,455848;-39,261690;463,550;-12,456322;-39,262472
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,551;-12,456322;-39,262472;463,650;-12,456659;-39,263317
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,651;-12,456659;-39,263317;463,750;-12,457069;-39,264154
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,751;-12,457069;-39,264154;463,850;-12,457504;-39,264974
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,851;-12,457504;-39,264974;463,950;-12,457895;-39,265796
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;463,951;-12,457895;-39,265796;464,050;-12,458312;-39,266611
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,051;-12,458312;-39,266611;464,150;-12,458735;-39,267431
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,151;-12,458735;-39,267431;464,250;-12,459145;-39,268247
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,251;-12,459145;-39,268247;464,350;-12,459555;-39,269073
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,351;-12,459555;-39,269073;464,450;-12,459957;-39,269886
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,451;-12,459957;-39,269886;464,550;-12,460385;-39,270705
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,551;-12,460385;-39,270705;464,650;-12,460809;-39,271524
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,651;-12,460809;-39,271524;464,750;-12,461216;-39,272349
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,751;-12,461216;-39,272349;464,850;-12,461647;-39,273173
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;464,851;-12,461647;-39,273173;464,950;-12,461975;-39,273964
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;472,751;-12,493781;-39,338198;472,850;-12,494218;-39,339045
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;472,851;-12,494218;-39,339045;472,950;-12,494606;-39,339753
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;494,551;-12,581171;-39,517139;494,650;-12,581478;-39,517998
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;494,651;-12,581478;-39,517998;494,750;-12,581807;-39,518853
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;494,751;-12,581807;-39,518853;494,850;-12,582210;-39,519693
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;494,851;-12,582210;-39,519693;494,950;-12,582599;-39,520432
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;501,201;-12,611780;-39,566993;501,300;-12,612236;-39,567784
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;501,301;-12,612236;-39,567784;501,400;-12,612634;-39,568598
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;501,401;-12,612634;-39,568598;501,500;-12,613068;-39,569403
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;501,501;-12,613068;-39,569403;501,600;-12,613503;-39,570110
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;521,301;-12,704657;-39,721450;521,400;-12,705037;-39,722284
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;521,401;-12,705037;-39,722284;521,500;-12,705419;-39,723086
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;521,501;-12,705419;-39,723086;521,600;-12,705778;-39,723898
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;521,601;-12,705778;-39,723898;521,700;-12,706242;-39,724814
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;545,901;-12,866356;-39,855557;546,000;-12,867256;-39,855709
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,001;-12,867256;-39,855709;546,100;-12,868158;-39,855876
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,101;-12,868158;-39,855876;546,200;-12,869061;-39,856053
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,201;-12,869061;-39,856053;546,300;-12,869955;-39,856245
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,301;-12,869955;-39,856245;546,400;-12,870847;-39,856391
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,401;-12,870847;-39,856391;546,500;-12,871748;-39,856515
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,501;-12,871748;-39,856515;546,600;-12,872642;-39,856680
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,601;-12,872642;-39,856680;546,700;-12,873516;-39,856837
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,701;-12,873516;-39,856837;546,800;-12,874415;-39,856974
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,801;-12,874415;-39,856974;546,900;-12,875305;-39,857150
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;546,901;-12,875305;-39,857150;547,000;-12,876188;-39,857344
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;547,001;-12,876188;-39,857344;547,100;-12,877084;-39,857506
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;547,101;-12,877084;-39,857506;547,200;-12,877962;-39,857690
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;547,201;-12,877962;-39,857690;547,300;-12,878862;-39,857857
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;547,301;-12,878862;-39,857857;547,400;-12,879826;-39,857996
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;573,901;-13,069817;-39,961089;574,000;-13,070729;-39,961219
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,001;-13,070729;-39,961219;574,100;-13,071649;-39,961305
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,101;-13,071649;-39,961305;574,200;-13,072549;-39,961377
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,201;-13,072549;-39,961377;574,300;-13,073476;-39,961451
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,301;-13,073476;-39,961451;574,400;-13,074351;-39,961552
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,401;-13,074351;-39,961552;574,500;-13,075264;-39,961607
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,501;-13,075264;-39,961607;574,600;-13,076161;-39,961702
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,601;-13,076161;-39,961702;574,700;-13,077049;-39,961785
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;574,701;-13,077049;-39,961785;574,800;-13,077881;-39,961819
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;598,951;-13,227739;-40,018158;599,050;-13,228529;-40,017524
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;599,051;-13,228529;-40,017524;599,150;-13,229108;-40,017234
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;599,801;-13,235245;-40,017755;599,900;-13,236087;-40,017997
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;599,901;-13,236087;-40,017997;600,000;-13,237033;-40,018096
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;600,001;-13,237033;-40,018096;600,100;-13,237756;-40,018089
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;604,201;-13,273114;-40,014545;604,300;-13,274076;-40,014623
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;604,301;-13,274076;-40,014623;604,400;-13,274780;-40,014702
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;631,601;-13,508470;-40,054506;631,700;-13,509279;-40,054925
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;631,701;-13,509279;-40,054925;631,800;-13,510103;-40,055305
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;631,801;-13,510103;-40,055305;631,900;-13,510947;-40,055677
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;631,901;-13,510947;-40,055677;632,000;-13,511784;-40,056028
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,001;-13,511784;-40,056028;632,100;-13,512611;-40,056395
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,101;-13,512611;-40,056395;632,200;-13,513453;-40,056756
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,201;-13,513453;-40,056756;632,300;-13,514287;-40,057128
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,301;-13,514287;-40,057128;632,400;-13,515125;-40,057494
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,401;-13,515125;-40,057494;632,500;-13,515954;-40,057858
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,501;-13,515954;-40,057858;632,600;-13,516783;-40,058213
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,601;-13,516783;-40,058213;632,700;-13,517588;-40,058569
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,701;-13,517588;-40,058569;632,800;-13,518433;-40,058936
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,801;-13,518433;-40,058936;632,900;-13,519253;-40,059296
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;632,901;-13,519253;-40,059296;633,000;-13,520073;-40,059645
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;633,001;-13,520073;-40,059645;633,100;-13,520910;-40,059996
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;633,101;-13,520910;-40,059996;633,200;-13,521729;-40,060256
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;672,101;-13,852039;-40,114178;672,200;-13,852947;-40,114236
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;672,201;-13,852947;-40,114236;672,300;-13,853865;-40,114148
VIA BAHIA;2003;BR-116/BA;Marginal;Crescente;Urbano;672,301;-13,853865;-40,114148;672,400;-13,854765;-40,114056
