concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_faixa;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;339,212;-20,645083;-40,564096;339,774;-20,648276;-40,568253
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;339,982;-20,649505;-40,569759;341,571;-20,657382;-40,582243
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;339,989;-20,649485;-40,569856;341,572;-20,657311;-40,582296
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;341,615;-20,657483;-40,582650;345,594;-20,657493;-40,616983
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;341,616;-20,657569;-40,582614;345,548;-20,657715;-40,616607
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;345,787;-20,656812;-40,618644;347,497;-20,651003;-40,633418
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;345,820;-20,656754;-40,618953;347,498;-20,651063;-40,633414
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;347,525;-20,651077;-40,633674;348,561;-20,651641;-40,642643
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;347,526;-20,651017;-40,633680;348,288;-20,650167;-40,640698
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;348,407;-20,650539;-40,641742;348,547;-20,651499;-40,642626
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;348,678;-20,652513;-40,643313;349,631;-20,659508;-40,648425
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;348,684;-20,652591;-40,643291;349,632;-20,659588;-40,648382
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;349,670;-20,659696;-40,648740;353,960;-20,685453;-40,673801
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;349,671;-20,659778;-40,648695;353,923;-20,685356;-40,673462
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;354,474;-20,687617;-40,678077;354,944;-20,690171;-40,681581
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;354,505;-20,687805;-40,678310;354,937;-20,690168;-40,681488
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;355,136;-20,691554;-40,682739;357,303;-20,690245;-40,700723
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;355,194;-20,691853;-40,683194;356,914;-20,689262;-40,697223
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;357,086;-20,689662;-40,698778;358,296;-20,695324;-40,708219
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;357,312;-20,690273;-40,700807;357,579;-20,691053;-40,703114
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;358,331;-20,695502;-40,708488;359,097;-20,699017;-40,714663
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;358,608;-20,697081;-40,710554;358,997;-20,698680;-40,713797
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;359,170;-20,699485;-40,715161;359,516;-20,702437;-40,716415
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;359,536;-20,702594;-40,716506;359,598;-20,703142;-40,716709
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;359,605;-20,703197;-40,716732;360,556;-20,710028;-40,720744
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;359,836;-20,705079;-40,717781;360,156;-20,707939;-40,718025
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;360,637;-20,710230;-40,721469;367,092;-20,747113;-40,760230
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;360,638;-20,710163;-40,721492;362,714;-20,720009;-40,737964
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Faixa de segurança;362,889;-20,721230;-40,739039;364,658;-20,733179;-40,749383
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;362,916;-20,721443;-40,739190;364,914;-20,734239;-40,751522
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Faixa de segurança;363,084;-20,722957;-40,739614;364,999;-20,734663;-40,752188
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;365,309;-20,734319;-40,755010;366,248;-20,739282;-40,760675
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;366,280;-20,739574;-40,760637;367,093;-20,747112;-40,760299
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;367,139;-20,747553;-40,760242;370,176;-20,770968;-40,762000
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;367,140;-20,747550;-40,760312;370,183;-20,770912;-40,762080
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;370,539;-20,770872;-40,765388;372,033;-20,773161;-40,777282
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;370,579;-20,770786;-40,765764;372,081;-20,773561;-40,777498
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;372,221;-20,774779;-40,777952;372,308;-20,775512;-40,778303
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;372,228;-20,774869;-40,777915;372,305;-20,775516;-40,778227
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;372,458;-20,776737;-40,778973;372,630;-20,778121;-40,779772
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;372,483;-20,776897;-40,779156;373,408;-20,784974;-40,782149
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;372,683;-20,778583;-40,779941;373,126;-20,782543;-40,781120
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Faixa de segurança;373,293;-20,784001;-40,781680;373,678;-20,787018;-40,783380
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Faixa de segurança;373,295;-20,783984;-40,781733;373,679;-20,786922;-40,783457
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;373,407;-20,785024;-40,781961;373,494;-20,785792;-40,782232
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;373,442;-20,785276;-40,782251;373,548;-20,786112;-40,782645
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Faixa de segurança;373,760;-20,787178;-40,784095;373,870;-20,787451;-40,785052
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;374,003;-20,787679;-40,786267;375,487;-20,786864;-40,799633
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;374,079;-20,787850;-40,786965;374,695;-20,788357;-40,792685
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;374,855;-20,788535;-40,794161;375,420;-20,787044;-40,799055
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;375,668;-20,787748;-40,801103;376,015;-20,790020;-40,803298
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;375,830;-20,789148;-40,801815;376,014;-20,790091;-40,803252
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;376,214;-20,791356;-40,804580;376,599;-20,792525;-40,807690
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;377,541;-20,795377;-40,815838;377,693;-20,795815;-40,817152
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;377,587;-20,795657;-40,816182;377,651;-20,795886;-40,816753
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;377,805;-20,796007;-40,818169;377,936;-20,796393;-40,819319
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;378,072;-20,796766;-40,820533;379,029;-20,801746;-40,827832
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;378,114;-20,797000;-40,820873;379,111;-20,802337;-40,828339
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;379,561;-20,805341;-40,831227;379,663;-20,806043;-40,831886
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;379,734;-20,806384;-40,832469;380,169;-20,808704;-40,835682
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;379,736;-20,806332;-40,832515;379,978;-20,807379;-40,834512
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;380,057;-20,807868;-40,835053;380,156;-20,808570;-40,835655
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;380,250;-20,809280;-40,836163;380,291;-20,809574;-40,836413
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;380,251;-20,809239;-40,836217;380,292;-20,809530;-40,836462
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;380,410;-20,810390;-40,837167;380,894;-20,813478;-40,840384
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;380,430;-20,810468;-40,837361;380,895;-20,813452;-40,840448
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;380,982;-20,814163;-40,840856;382,397;-20,822529;-40,850415
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;380,983;-20,814187;-40,840794;382,442;-20,822773;-40,850764
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;382,697;-20,824042;-40,852767;387,359;-20,853587;-40,878209
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;382,738;-20,824191;-40,853123;387,394;-20,853845;-40,878406
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;387,450;-20,854350;-40,878522;387,826;-20,857182;-40,876693
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;387,559;-20,855302;-40,878236;390,675;-20,866334;-40,896077
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;387,831;-20,857219;-40,876671;387,914;-20,857977;-40,876493
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;388,148;-20,860106;-40,876024;391,902;-20,866998;-40,905845
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;390,964;-20,864932;-40,898077;391,853;-20,867232;-40,905442
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;392,255;-20,866147;-40,908996;392,389;-20,866033;-40,910235
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;392,302;-20,866039;-40,909418;393,717;-20,865526;-40,922568
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;392,597;-20,865863;-40,912177;392,713;-20,865771;-40,913245
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;393,185;-20,865389;-40,917633;393,738;-20,865629;-40,922754
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;393,787;-20,865631;-40,923221;394,159;-20,865839;-40,926660
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;394,868;-20,865834;-40,933128;395,210;-20,865918;-40,936222
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;394,881;-20,865728;-40,933217;395,178;-20,865796;-40,935947
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;395,397;-20,866566;-40,937808;395,564;-20,867511;-40,939038
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;395,407;-20,866542;-40,937933;395,567;-20,867448;-40,939124
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;395,754;-20,868564;-40,940471;396,220;-20,870806;-40,944194
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;396,300;-20,871276;-40,944780;397,222;-20,874888;-40,952507
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;396,302;-20,871218;-40,944822;396,579;-20,872196;-40,947221
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;396,651;-20,872393;-40,947872;397,237;-20,874924;-40,952665
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;397,240;-20,874951;-40,952690;397,290;-20,875216;-40,953065
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;397,268;-20,875151;-40,952864;398,471;-20,875701;-40,963107
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;397,297;-20,875245;-40,953129;397,974;-20,874911;-40,959025
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;398,032;-20,874736;-40,959534;398,473;-20,875668;-40,963162
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;399,115;-20,879735;-40,967561;400,243;-20,882187;-40,977657
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;399,116;-20,879668;-40,967607;400,244;-20,882126;-40,977685
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;400,283;-20,882279;-40,978018;400,878;-20,885525;-40,982348
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;401,056;-20,887019;-40,983068;401,194;-20,887879;-40,984033
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;401,059;-20,886984;-40,983141;402,000;-20,889518;-40,990994
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;401,351;-20,888861;-40,985124;401,991;-20,889539;-40,990891
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;402,032;-20,889640;-40,991271;402,223;-20,889888;-40,993002
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;402,057;-20,889786;-40,991457;402,121;-20,889948;-40,992049
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;402,629;-20,889623;-40,996594;403,130;-20,892061;-41,000576
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;402,736;-20,890194;-40,997408;402,886;-20,890960;-40,998575
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;402,887;-20,890961;-40,998574;402,974;-20,891336;-40,999309
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;403,162;-20,892145;-41,000868;403,772;-20,894745;-41,005930
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;403,191;-20,892323;-41,001082;403,757;-20,894735;-41,005776
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;403,811;-20,894910;-41,006251;404,403;-20,898174;-41,010634
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;403,846;-20,895113;-41,006515;404,584;-20,899189;-41,011975
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;404,502;-20,898762;-41,011344;404,585;-20,899138;-41,012017
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;404,645;-20,899411;-41,012505;404,825;-20,900197;-41,013988
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;404,646;-20,899466;-41,012478;404,796;-20,900145;-41,013705
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;404,841;-20,900276;-41,014113;405,324;-20,900079;-41,018555
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;405,604;-20,899058;-41,020943;405,654;-20,898985;-41,021407
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;405,624;-20,899104;-41,021136;405,737;-20,898943;-41,022175
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;405,738;-20,898879;-41,022164;406,513;-20,893684;-41,026483
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;405,841;-20,898763;-41,023144;407,182;-20,892267;-41,032458
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;406,613;-20,893140;-41,027246;407,079;-20,892534;-41,031531
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;407,180;-20,892222;-41,032413;408,078;-20,891538;-41,039114
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;407,329;-20,891651;-41,033688;408,101;-20,891767;-41,039102
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;408,130;-20,891998;-41,039246;409,043;-20,896572;-41,045810
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;408,150;-20,892201;-41,039240;408,389;-20,894209;-41,040212
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;408,473;-20,894685;-41,040851;409,032;-20,896604;-41,045696
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;409,072;-20,896641;-41,046073;409,249;-20,896660;-41,047708
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;409,169;-20,896809;-41,046974;409,308;-20,896652;-41,048256
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;409,374;-20,896505;-41,048858;409,555;-20,896466;-41,050539
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;409,401;-20,896537;-41,049117;409,895;-20,898380;-41,053050
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;409,740;-20,897415;-41,051974;409,905;-20,898391;-41,053169
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;409,960;-20,898716;-41,053566;410,159;-20,899532;-41,055208
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;410,003;-20,899020;-41,053845;410,161;-20,899603;-41,055207
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;410,214;-20,899761;-41,055675;410,789;-20,903065;-41,059779
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;410,360;-20,900315;-41,056915;412,057;-20,909072;-41,069471
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;410,861;-20,903304;-41,060410;412,156;-20,909965;-41,069215
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;412,108;-20,909539;-41,069389;412,709;-20,914276;-41,071202
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;412,218;-20,910525;-41,069083;412,736;-20,914512;-41,071330
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;413,209;-20,917757;-41,074311;413,387;-20,918988;-41,075423
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;413,212;-20,917735;-41,074378;413,389;-20,918960;-41,075487
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;413,735;-20,921121;-41,077862;413,989;-20,923294;-41,078318
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;413,796;-20,921534;-41,078253;414,006;-20,923467;-41,078370
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;414,402;-20,926997;-41,078862;414,720;-20,929869;-41,079251
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;414,500;-20,927816;-41,079276;414,607;-20,928824;-41,079327
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;414,812;-20,930730;-41,079328;417,682;-20,953144;-41,091438
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;414,828;-20,930869;-41,079258;417,888;-20,954208;-41,093022
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;417,993;-20,954666;-41,093885;418,954;-20,959251;-41,101439
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;418,012;-20,954818;-41,094000;418,685;-20,958473;-41,099063
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;418,744;-20,958709;-41,099555;418,801;-20,958874;-41,100065
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;418,845;-20,959000;-41,100446;418,925;-20,959225;-41,101165
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;419,150;-20,960324;-41,102925;420,002;-20,966357;-41,107821
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;419,174;-20,960551;-41,102993;419,994;-20,966318;-41,107729
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;420,045;-20,966763;-41,107905;421,103;-20,975862;-41,111041
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;420,055;-20,966824;-41,107998;421,140;-20,976186;-41,111181
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;421,425;-20,978269;-41,112626;422,760;-20,987521;-41,118420
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;421,447;-20,978328;-41,112828;422,203;-20,982454;-41,118495
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;422,254;-20,982886;-41,118714;422,381;-20,984066;-41,118910
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;422,434;-20,984556;-41,118832;423,653;-20,993064;-41,123594
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;422,817;-20,988054;-41,118437;423,654;-20,993109;-41,123546
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;423,716;-20,993528;-41,123949;424,202;-20,996664;-41,127173
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;423,717;-20,993484;-41,123999;424,203;-20,996623;-41,127219
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;424,251;-20,996987;-41,127503;426,387;-21,009657;-41,142562
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;424,254;-20,996967;-41,127574;426,409;-21,009560;-41,142867
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Faixa de segurança;426,357;-21,009457;-41,142356;426,555;-21,009984;-41,144164
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Faixa de segurança;426,358;-21,009488;-41,142340;426,571;-21,010445;-41,144084
