concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_faixa;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Faixa de segurança;426,570;-21,010025;-41,144281;426,730;-21,010554;-41,145567
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Faixa de segurança;426,586;-21,010473;-41,144213;426,724;-21,010952;-41,145396
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Faixa de segurança;426,736;-21,010999;-41,145498;426,866;-21,011623;-41,146539
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Faixa de segurança;426,746;-21,010652;-41,145717;426,867;-21,011594;-41,146571
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;426,914;-21,011903;-41,146894;427,187;-21,014125;-41,148111
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;426,935;-21,012111;-41,146970;428,681;-21,023623;-41,157444
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;427,228;-21,014494;-41,148204;427,913;-21,019177;-41,152019
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;427,972;-21,019467;-41,152482;429,693;-21,028374;-41,164784
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;428,823;-21,024748;-41,158127;429,865;-21,027953;-41,166337
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;429,997;-21,027402;-41,167417;431,754;-21,031816;-41,180263
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;430,005;-21,027301;-41,167446;431,686;-21,031236;-41,180023
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;431,902;-21,032998;-41,180973;433,236;-21,044742;-41,184432
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;431,938;-21,033324;-41,181071;433,248;-21,044875;-41,184397
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;433,281;-21,045127;-41,184562;434,825;-21,054243;-41,195248
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;434,472;-21,052126;-41,192733;434,655;-21,053211;-41,194066
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;435,099;-21,055897;-41,197182;436,099;-21,058750;-41,205381
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;436,119;-21,058842;-41,205540;438,750;-21,070767;-41,226627
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;436,134;-21,058822;-41,205696;438,848;-21,071352;-41,227336
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;439,013;-21,072784;-41,227897;445,560;-21,115055;-41,266048
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;439,050;-21,073093;-41,228049;440,113;-21,079393;-41,234828
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;440,241;-21,079905;-41,235915;442,303;-21,092787;-41,249308
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;442,685;-21,095666;-41,251370;445,566;-21,115052;-41,266135
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;445,618;-21,115413;-41,266466;445,733;-21,116190;-41,267182
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;445,642;-21,115614;-41,266560;445,693;-21,115962;-41,266884
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;445,790;-21,116581;-41,267540;446,463;-21,120415;-41,272405
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;445,804;-21,116719;-41,267577;446,455;-21,120436;-41,272299
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;446,502;-21,120676;-41,272680;447,380;-21,127533;-41,276634
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;447,590;-21,128098;-41,278447;447,860;-21,129332;-41,280449
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;447,883;-21,129547;-41,280458;447,949;-21,130159;-41,280459
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;447,886;-21,129568;-41,280542;447,950;-21,130167;-41,280529
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;448,123;-21,131759;-41,280209;449,790;-21,143450;-41,271118
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;448,181;-21,132223;-41,279922;449,822;-21,143596;-41,270842
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;449,863;-21,143941;-41,270663;450,435;-21,148865;-41,271465
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;450,683;-21,150846;-41,272210;450,931;-21,152215;-41,274050
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;450,933;-21,152192;-41,274117;451,622;-21,156965;-41,278248
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;451,011;-21,152862;-41,274417;451,400;-21,155656;-41,276654
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;451,505;-21,156300;-41,277379;451,620;-21,157007;-41,278186
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;452,131;-21,159421;-41,282262;453,650;-21,170220;-41,290773
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;452,134;-21,159370;-41,282331;456,481;-21,190705;-41,294895
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;453,685;-21,170470;-41,290987;456,350;-21,189832;-41,294055
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;456,411;-21,190266;-41,294415;457,221;-21,195887;-41,299408
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;456,584;-21,191421;-41,295529;457,235;-21,195941;-41,299549
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Terceira faixa;457,954;-21,202227;-41,300798;458,512;-21,207018;-41,298824
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;458,940;-21,210846;-41,299066;459,474;-21,214979;-41,296727
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Terceira faixa;459,554;-21,215689;-41,296863;460,853;-21,220518;-41,307209
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Crescente;Acostamento;460,995;-21,221511;-41,307944;461,054;-21,221904;-41,308308
ECO101 CONCESSIONARIA DE RODOVIAS S/A;2020;BR-101/ES;Principal;Decrescente;Acostamento;461,045;-21,221842;-41,308267;461,054;-21,221811;-41,308377
ECOPONTE;2017;BR-101/RJ;Principal;Crescente;Faixa exclusiva;322,067;-22,878579;-43,114268;333,623;-22,885097;-43,217056
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Faixa exclusiva;333,623;-22,885097;-43,217056;322,067;-22,878579;-43,114268
ECOPONTE;2017;Acesso N 01/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,880573;-43,107048;0,810;-22,878420;-43,114530
ECOPONTE;2017;Acesso N 02/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878720;-43,114600;0,967;-22,880668;-43,107049
ECOPONTE;2017;Acesso N 03/RJ;Principal;Crescente;Faixa exclusiva;321,600;-22,877440;-43,110707;322,067;-22,878420;-43,114530
ECOPONTE;2017;Acesso N 04/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878720;-43,114600;0,449;-22,882738;-43,115748
ECOPONTE;2017;Acesso N 05/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,880875;-43,109903;0,420;-22,881858;-43,113949
ECOPONTE;2017;Acesso N 06/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878720;-43,114600;0,726;-22,878205;-43,110546
ECOPONTE;2017;Acesso N 07/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,885376;-43,114077;0,837;-22,878420;-43,114530
ECOPONTE;2017;Acesso N 08/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878720;-43,114600;0,815;-22,885578;-43,115364
ECOPONTE;2017;Acesso N 09/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,877768;-43,110643;0,704;-22,882459;-43,114939
ECOPONTE;2017;Acesso N 10/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,882010;-43,113204;0,377;-22,879608;-43,110867
ECOPONTE;2017;Acesso N 11/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,879952;-43,112499;0,460;-22,878734;-43,112300
ECOPONTE;2017;Acesso N 11 A/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,879125;-43,110943;0,151;-22,879732;-43,112080
ECOPONTE;2017;Acesso N 12/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878254;-43,110198;0,308;-22,878425;-43,113214
ECOPONTE;2017;Acesso N 12 A/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878708;-43,112328;0,229;-22,878304;-43,110203
ECOPONTE;2017;Acesso N 13/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,877911;-43,113880;0,420;-22,880689;-43,112911
ECOPONTE;2017;Acesso N 14/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878195;-43,110470;0,221;-22,878146;-43,109954
ECOPONTE;2017;Acesso N 15/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878285;-43,110203;0,090;-22,878358;-43,109365
ECOPONTE;2017;Acesso N 15 A/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878057;-43,109154;0,113;-22,878226;-43,110199
ECOPONTE;2017;Acesso N 15 B/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878232;-43,109226;0,009;-22,878172;-43,109281
ECOPONTE;2017;Acesso N 16/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,876374;-43,110633;0,317;-22,878358;-43,112908
ECOPONTE;2017;Acesso N 17/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878324;-43,113141;0,099;-22,877871;-43,113759
ECOPONTE;2017;Acesso N 18/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878372;-43,112177;0,063;-22,878920;-43,112529
ECOPONTE;2017;Acesso N 18 A/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878388;-43,112394;0,043;-22,878758;-43,112584
ECOPONTE;2017;Acesso N 19/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,878746;-43,112277;0,212;-22,879171;-43,112049
ECOPONTE;2017;Acesso R 1/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,884840;-43,216940;0,669;-22,894015;-43,215458
ECOPONTE;2017;Acesso R 1 A/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,884840;-43,216940;1,020;-22,890453;-43,217230
ECOPONTE;2017;Acesso R 2/RJ;Principal;Crescente;Faixa exclusiva;333,624;-22,884840;-43,216940;334,386;-22,888895;-43,221387
ECOPONTE;2017;Acesso R 2 A/RJ;Principal;Decrescente;Faixa exclusiva;333,939;-22,887875;-43,217610;333,624;-22,884830;-43,216720
ECOPONTE;2017;Acesso R 4/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,891858;-43,214870;0,827;-22,884830;-43,216720
ECOPONTE;2017;Acesso R 4 A/RJ;Principal;Crescente;Faixa exclusiva;0,000;-22,889744;-43,215930;0,560;-22,884830;-43,216720
ECOSUL;1996;BR-392/RS;Marginal;Crescente;Faixa reversível;40,900;-31,952971;-52,307158;43,050;-31,934020;-52,311583
ECOSUL;1996;BR-116/RS;Principal;Crescente;Faixa exclusiva;400,500;-30,870660;-51,806301;523,800;-31,721230;-52,381464
ECOSUL;1996;BR-116/RS;Principal;Decrescente;Faixa exclusiva;523,800;-31,721230;-52,381464;400,500;-30,870660;-51,806301
ECOSUL;1996;BR-116/RS;Marginal;Crescente;Faixa reversível;511,900;-31,644757;-52,335313;521,400;-31,710292;-52,370540
ECOSUL;1996;BR-116/RS;Marginal;Decrescente;Faixa reversível;521,400;-31,710085;-52,370238;512,490;-31,638722;-52,333802
ECOSUL;1996;BR-116/RS;Principal;Crescente;Faixa reversível;512,500;-31,643050;-52,334751;516,200;-31,668500;-52,340036
ECOSUL;1996;BR-116/RS;Principal;Decrescente;Faixa reversível;516,200;-31,668500;-52,340036;512,500;-31,643050;-52,334751
ECOSUL;1996;BR-116/RS;Principal;Crescente;Faixa reversível;516,500;-31,677602;-52,342018;521,500;-31,707402;-52,367774
ECOSUL;1996;BR-392/RS;Principal;Crescente;Faixa exclusiva;71,300;-31,720585;-52,390215;199,700;-30,880402;-53,132865
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Faixa exclusiva;199,700;-30,880402;-53,132865;71,301;-31,720585;-52,390215
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Faixa reversível;15,400;-32,110450;-52,159490;9,600;-32,111180;-52,112690
ECOSUL;1996;BR-392/RS;Principal;Crescente;Faixa reversível;9,600;-32,111180;-52,112690;15,400;-32,110450;-52,159490
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Acostamento;68,254;-31,747250;-52,402946;0,000;-32,045520;-52,075979
ECOSUL;1996;BR-392/RS;Principal;Crescente;Acostamento;0,000;-32,045520;-52,075979;68,254;-31,747250;-52,402946
ECOSUL;1996;BR-392/RS;Principal;Crescente;Acostamento;71,301;-31,720585;-52,390215;199,700;-30,880402;-53,132865
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Acostamento;199,700;-30,880402;-53,132865;71,301;-31,720585;-52,390215
ECOSUL;1996;BR-116/RS;Principal;Crescente;Acostamento;400,500;-30,870660;-51,806301;657,600;-32,554670;-53,386481
ECOSUL;1996;BR-116/RS;Principal;Decrescente;Acostamento;657,600;-32,554670;-53,386481;400,500;-30,870660;-51,806301
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Faixa exclusiva;68,254;-31,747250;-52,402946;0,000;-32,045520;-52,075979
ECOSUL;1996;BR-392/RS;Principal;Crescente;Faixa exclusiva;0,000;-32,045520;-52,075979;68,254;-31,747250;-52,402946
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Faixa reversível;59,550;-31,797550;-52,338157;17,200;-32,093999;-52,167765
ECOSUL;1996;BR-392/RS;Principal;Crescente;Faixa reversível;17,200;-32,093999;-52,167765;59,550;-31,797550;-52,338157
ECOSUL;1996;BR-392/RS;Marginal;Crescente;Faixa reversível;25,100;-32,081126;-52,247835;28,000;-32,062780;-52,268408
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;191,915;-17,918829;-51,692631;191,460;-17,922393;-51,690486
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;191,210;-17,924328;-51,689338;190,845;-17,927187;-51,687608
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;190,620;-17,928945;-51,686532;186,835;-17,931487;-51,658617
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;186,835;-17,931523;-51,658603;182,600;-17,950258;-51,636266
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;186,720;-17,932594;-51,658887;182,675;-17,950186;-51,637044
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;182,265;-17,950724;-51,633184;177,645;-17,971140;-51,601172
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;180,170;-17,961816;-51,618192;175,935;-17,975417;-51,586617
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;177,190;-17,970805;-51,596908;175,880;-17,975795;-51,586268
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;175,570;-17,978304;-51,584765;174,480;-17,987899;-51,582667
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;174,270;-17,989702;-51,582213;173,280;-17,996504;-51,576266
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;173,520;-17,994942;-51,577852;170,870;-18,011796;-51,560168
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;172,150;-17,998613;-51,574024;168,560;-18,030080;-51,551590
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;167,880;-18,036113;-51,551306;160,330;-18,084021;-51,507332
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;158,490;-18,096127;-51,495488;156,840;-18,107021;-51,484810
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;156,770;-18,107465;-51,484341;156,365;-18,110191;-51,481777
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;155,380;-18,116646;-51,475372;154,290;-18,123851;-51,468334
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;154,260;-18,123987;-51,468123;152,720;-18,134149;-51,458171
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;152,655;-18,134628;-51,457779;150,270;-18,150318;-51,442293
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;148,880;-18,160261;-51,434354;148,670;-18,161592;-51,432975
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;148,645;-18,161776;-51,432792;146,700;-18,167298;-51,415381
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;146,630;-18,167489;-51,414772;140,900;-18,196196;-51,371928
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;139,450;-18,196140;-51,358187;138,740;-18,196108;-51,351484
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;136,475;-18,198220;-51,330512;136,110;-18,200993;-51,325899
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Terceira faixa;136,100;-18,200993;-51,325899;133,330;-18,217838;-51,309259
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;133,260;-18,218367;-51,308791;131,560;-18,227814;-51,296625
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;129,570;-18,234614;-51,279256;126,040;-18,253247;-51,252564
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;125,775;-18,252960;-51,250093;114,370;-18,293255;-51,152975
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;113,170;-18,301942;-51,146733;113,010;-18,303235;-51,146085
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;112,450;-18,307758;-51,143875;93,160;-18,468651;-51,083756
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;92,435;-18,474756;-51,081362;89,200;-18,502166;-51,070735
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;88,600;-18,507268;-51,068727;74,270;-18,626649;-51,026474
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;74,080;-18,627932;-51,025278;69,820;-18,656708;-50,998535
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;69,335;-18,660263;-50,995769;59,600;-18,734701;-50,946638
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;58,720;-18,740984;-50,942608;58,435;-18,743697;-50,940893
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;57,920;-18,747684;-50,938360;57,560;-18,750444;-50,936632
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;56,680;-18,757288;-50,932264;55,580;-18,766147;-50,927727
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;55,120;-18,770183;-50,926451;53,980;-18,779892;-50,923038
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;53,290;-18,784375;-50,918509;32,800;-18,881413;-50,758550
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;32,420;-18,882809;-50,755234;22,050;-18,917140;-50,663903
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;21,230;-18,921848;-50,657952;16,100;-18,954825;-50,623784
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;15,860;-18,956411;-50,622133;13,964;-18,968605;-50,609508
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;13,500;-18,971287;-50,606159;12,330;-18,976756;-50,596602
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;12,060;-18,978016;-50,594378;8,925;-18,993370;-50,569465
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;8,360;-18,996535;-50,565302;6,910;-19,004712;-50,554519
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;6,840;-19,005112;-50,554005;5,800;-19,010988;-50,546238
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;4,955;-19,015729;-50,539991;4,655;-19,017440;-50,537724
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;4,390;-19,020045;-50,534278;2,690;-19,028508;-50,523196
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;2,475;-19,029719;-50,521553;2,220;-19,031159;-50,519661
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;1,440;-19,035749;-50,514078;1,105;-19,038233;-50,512242
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Acostamento;0,700;-19,040878;-50,509542;0,100;-19,043189;-50,504424
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;869,750;-19,044360;-50,500237;860,535;-19,041104;-50,413477
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;860,090;-19,040359;-50,409384;847,930;-18,997234;-50,307939
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;847,790;-18,996199;-50,307225;845,855;-18,981249;-50,297692
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;845,060;-18,975104;-50,293799;834,690;-18,913160;-50,226402
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;834,255;-18,911784;-50,222454;823,230;-18,876912;-50,124427
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;822,630;-18,875060;-50,119064;810,085;-18,890482;-50,001266
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;809,115;-18,890740;-49,999659;807,780;-18,893621;-49,979631
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;807,575;-18,893894;-49,977705;805,250;-18,896991;-49,955895
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;805,015;-18,897315;-49,953668;792,550;-18,930462;-49,841210
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;792,240;-18,931523;-49,838480;790,760;-18,936108;-49,825217
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;790,455;-18,937098;-49,822535;787,975;-18,935719;-49,800257
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;787,685;-18,934636;-49,797750;787,620;-18,934404;-49,797183
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Terceira faixa;787,570;-18,934252;-49,796780;785,800;-18,939121;-49,780907
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Acostamento;787,510;-18,934112;-49,796224;785,960;-18,938557;-49,782389
