concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_pavimento;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
ECOPONTE;2017;Acesso N 01/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,880573;-43,107048;0,810;-22,878420;-43,114530
ECOPONTE;2017;Acesso N 02/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878720;-43,114600;0,967;-22,880668;-43,107049
ECOPONTE;2017;Acesso N 03/RJ;Principal;Crescente;Pavimento Flexível;321,600;-22,877440;-43,110707;322,067;-22,878420;-43,114530
ECOPONTE;2017;Acesso N 04/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878720;-43,114600;0,449;-22,882738;-43,115748
ECOPONTE;2017;Acesso N 05/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,880875;-43,109903;0,420;-22,881858;-43,113949
ECOPONTE;2017;Acesso N 06/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878720;-43,114600;0,726;-22,878205;-43,110546
ECOPONTE;2017;Acesso N 07/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,885376;-43,114077;0,837;-22,878420;-43,114530
ECOPONTE;2017;Acesso N 08/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878720;-43,114600;0,815;-22,885578;-43,115364
ECOPONTE;2017;Acesso N 09/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,877768;-43,110643;0,704;-22,882459;-43,114939
ECOPONTE;2017;Acesso N 10/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,882010;-43,113204;0,377;-22,879608;-43,110867
ECOPONTE;2017;Acesso N 11/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,879952;-43,112499;0,460;-22,878734;-43,112300
ECOPONTE;2017;Acesso N 11 A/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,879125;-43,110943;0,151;-22,879732;-43,112080
ECOPONTE;2017;Acesso N 12/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878254;-43,110198;0,308;-22,878425;-43,113214
ECOPONTE;2017;Acesso N 12 A/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878708;-43,112328;0,229;-22,878304;-43,110203
ECOPONTE;2017;Acesso N 13/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,877911;-43,113880;0,420;-22,880689;-43,112911
ECOPONTE;2017;Acesso N 14/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878195;-43,110470;0,221;-22,878146;-43,109954
ECOPONTE;2017;Acesso N 15/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878285;-43,110203;0,009;-22,878358;-43,109365
ECOPONTE;2017;Acesso N 15 A/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878057;-43,109154;0,090;-22,878226;-43,110199
ECOPONTE;2017;Acesso N 15 B/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878232;-43,109226;0,009;-22,878172;-43,109281
ECOPONTE;2017;Acesso N 16/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,876374;-43,110633;0,317;-22,878358;-43,112908
ECOPONTE;2017;Acesso N 17/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878324;-43,113141;0,099;-22,877871;-43,113759
ECOPONTE;2017;Acesso N 18/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878372;-43,112177;0,043;-22,878920;-43,112529
ECOPONTE;2017;Acesso N 18 A/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878388;-43,112394;0,043;-22,878758;-43,112584
ECOPONTE;2017;Acesso N 19/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,878746;-43,112277;0,212;-22,879171;-43,112049
ECOPONTE;2017;Acesso R 1/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,884840;-43,216940;0,669;-22,894015;-43,215458
ECOPONTE;2017;Acesso R 1 A/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,884840;-43,216940;0,669;-22,890453;-43,217230
ECOPONTE;2017;Acesso R 2/RJ;Principal;Crescente;Pavimento Flexível;333,624;-22,884840;-43,216940;334,386;-22,888895;-43,221387
ECOPONTE;2017;Acesso R 4/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,891858;-43,214870;0,827;-22,884830;-43,216720
ECOPONTE;2017;Acesso R 4 A/RJ;Principal;Crescente;Pavimento Flexível;0,000;-22,889744;-43,215930;0,560;-22,884830;-43,216720
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Flexível;322,591;-22,876001;-43,118488;322,480;-22,876548;-43,117695
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Flexível;324,141;-22,873204;-43,132966;322,734;-22,875205;-43,119839
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Flexível;325,960;-22,871566;-43,150659;324,305;-22,873067;-43,134740
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Flexível;333,623;-22,885097;-43,217056;326,813;-22,870872;-43,158974
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Rígido;322,481;-22,876547;-43,117667;322,067;-22,878579;-43,114268
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Rígido;322,735;-22,875253;-43,119761;322,590;-22,875973;-43,118537
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Rígido;324,306;-22,873062;-43,134645;324,140;-22,873201;-43,133093
ECOPONTE;2017;BR-101/RJ;Principal;Decrescente;Pavimento Rígido;326,813;-22,870827;-43,158948;325,959;-22,871566;-43,150740
ECOPONTE;2017;Acesso R 2 A/RJ;Principal;Decrescente;Pavimento Flexível;333,939;-22,887875;-43,217610;333,624;-22,884830;-43,216720
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;0,000;-32,045390;-52,075979;9,599;-32,111238;-52,112690
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;9,600;-32,111238;-52,112690;10,401;-32,116199;-52,121476
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;15,400;-32,110560;-52,159490;21,602;-32,087828;-52,207543
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;35,451;-32,003680;-52,288034;37,849;-31,977629;-52,296956
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;37,850;-31,977629;-52,296956;59,552;-31,797610;-52,338157
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;26,200;-32,081275;-52,247895;26,800;-32,070743;-52,263520
ECOSUL;1996;BR-116/RS;Principal;Crescente;Pavimento Flexível;511,100;-31,628725;-52,322957;523,802;-31,721208;-52,381464
ECOSUL;1996;BR-116/RS;Principal;Crescente;Pavimento Flexível;400,501;-30,870564;-51,806301;511,099;-31,628725;-52,322957
ECOSUL;1996;BR-392/RS;Principal;Crescente;Pavimento Flexível;72,000;-31,720585;-52,390117;199,700;-30,880402;-53,132881
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;0,000;-32,045390;-52,075979;9,599;-32,111238;-52,112690
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;9,600;-32,111238;-52,112690;16,899;-32,102186;-52,163461
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Rígido;16,900;-32,102186;-52,163461;21,599;-32,088731;-52,217899
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;21,600;-32,088731;-52,217899;35,449;-32,003680;-52,288034
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;35,450;-32,003680;-52,288034;37,852;-31,977629;-52,296956
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;40,800;-31,952403;-52,307614;43,100;-31,934415;-52,311669
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;59,551;-31,797610;-52,338157;68,254;-31,747107;-52,402946
ECOSUL;1996;BR-116/RS;Principal;Decrescente;Pavimento Flexível;511,101;-31,628725;-52,322957;516,201;-31,668763;-52,340036
ECOSUL;1996;BR-116/RS;Principal;Decrescente;Pavimento Flexível;517,200;-31,677602;-52,342018;523,801;-31,721208;-52,381464
ECOSUL;1996;BR-392/RS;Principal;Decrescente;Pavimento Flexível;72,000;-31,720585;-52,390117;199,700;-30,880402;-53,132881
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Principal;Crescente;Pavimento Flexível;622,800;-11,299008;-48,939966;801,820;-12,835659;-49,102393
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Principal;Decrescente;Pavimento Flexível;622,800;-11,299008;-48,939966;801,820;-12,835659;-49,102393
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Principal;Crescente;Pavimento Flexível;0,180;-12,836264;-49,102541;442,900;-16,352935;-48,928925
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Principal;Decrescente;Pavimento Flexível;0,180;-12,836264;-49,102541;442,900;-16,352935;-48,928925
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Principal;Decrescente;Pavimento Flexível;181,000;-14,638097;-49,174616;94,600;-15,208422;-48,701236
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Principal;Crescente;Pavimento Flexível;181,000;-14,638097;-49,174616;94,600;-15,208422;-48,701236
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Principal;Crescente;Pavimento Rígido;155,446;-14,814156;-49,042473;155,502;-14,814623;-49,042308
ECOVIAS DO ARAGUAIA;2021;BR-80/GO;Principal;Decrescente;Pavimento Rígido;155,446;-14,814156;-49,042473;155,481;-14,814432;-49,042250
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Principal;Crescente;Pavimento Flexível;300,000;-15,208715;-48,699875;440,780;-16,286302;-48,943672
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Principal;Decrescente;Pavimento Rígido;404,057;-16,003650;-48,841388;404,094;-16,003985;-48,841431
ECOVIAS DO ARAGUAIA;2021;BR-414/GO;Principal;Decrescente;Pavimento Flexível;300,000;-15,208715;-48,699875;440,780;-16,284914;-48,943655
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Decrescente;Pavimento Flexível;622,700;-11,298019;-48,939900;624,300;-11,312363;-48,941863
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Crescente;Pavimento Flexível;622,700;-11,298024;-48,939891;624,300;-11,312371;-48,941861
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Decrescente;Pavimento Flexível;671,200;-11,716183;-49,076141;676,800;-11,768683;-49,102892
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Crescente;Pavimento Flexível;671,400;-11,717959;-49,076560;676,800;-11,768697;-49,102865
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Decrescente;Pavimento Flexível;692,500;-11,887209;-49,164338;693,500;-11,893856;-49,167496
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Crescente;Pavimento Flexível;720,800;-12,126117;-49,172766;723,900;-12,152958;-49,164355
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Decrescente;Pavimento Flexível;720,800;-12,126088;-49,172722;723,900;-12,152952;-49,164324
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Crescente;Pavimento Flexível;759,700;-12,468392;-49,118417;762,900;-12,497181;-49,116035
ECOVIAS DO ARAGUAIA;2021;BR-153/TO;Marginal;Decrescente;Pavimento Flexível;797,300;-12,795555;-49,093621;801,820;-12,835677;-49,102308
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;68,400;-13,418382;-49,131077;75,800;-13,484904;-49,136411
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;71,200;-13,443417;-49,133329;71,700;-13,447821;-49,134366
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;173,800;-14,299673;-49,148630;178,800;-14,344031;-49,156755
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;175,000;-14,310380;-49,149000;175,800;-14,317480;-49,150636
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;197,900;-14,515250;-49,150976;202,500;-14,553310;-49,159063
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;197,900;-14,515284;-49,150945;202,500;-14,553311;-49,159042
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;241,500;-14,860905;-49,324660;243,700;-14,877835;-49,335258
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;265,000;-15,041431;-49,439801;265,300;-15,043758;-49,441195
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;265,000;-15,041410;-49,439843;265,900;-15,048529;-49,443999
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;284,100;-15,176524;-49,545020;284,800;-15,182852;-49,544994
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;284,200;-15,177426;-49,545018;284,800;-15,182846;-49,545017
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;300,500;-15,310244;-49,572044;302,400;-15,327310;-49,571093
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;301,300;-15,317445;-49,572413;303,820;-15,340631;-49,569340
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;318,300;-15,451004;-49,504632;319,500;-15,461277;-49,500828
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;318,800;-15,455264;-49,503059;319,400;-15,460426;-49,501143
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;356,100;-15,732904;-49,324249;360,100;-15,766843;-49,309935
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;396,200;-16,020713;-49,107952;396,700;-16,023272;-49,104102
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;429,725;-16,266194;-48,981148;431,500;-16,275597;-48,967743
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;432,000;-16,278240;-48,963876;436,000;-16,295193;-48,931512
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;432,000;-16,278147;-48,963789;436,500;-16,298453;-48,928294
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;436,800;-16,300627;-48,926372;438,500;-16,315298;-48,921714
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Decrescente;Pavimento Flexível;439,050;-16,320263;-48,921859;442,050;-16,346747;-48,925993
ECOVIAS DO ARAGUAIA;2021;BR-153/GO;Marginal;Crescente;Pavimento Flexível;440,000;-16,329025;-48,922341;442,900;-16,353502;-48,929174
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Crescente;Pavimento Flexível;626,000;-18,906461;-48,332731;870,300;-19,045173;-50,497062
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Crescente;Pavimento Flexível;0,000;-19,043347;-50,503633;192,200;-17,920182;-51,690757
ECOVIAS DO CERRADO;2020;BR-364/GO;Principal;Decrescente;Pavimento Flexível;0,000;-19,043347;-50,503633;192,200;-17,920182;-51,691733
ECOVIAS DO CERRADO;2020;BR-365/MG;Principal;Decrescente;Pavimento Flexível;626,000;-18,906461;-48,332731;870,300;-19,045173;-50,497062
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;217,801;-22,700986;-43,758353;218,797;-22,697275;-43,766666
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;218,798;-22,697275;-43,766666;219,797;-22,693255;-43,774710
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;219,798;-22,693255;-43,774710;220,787;-22,692579;-43,783600
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;220,788;-22,692579;-43,783600;221,800;-22,689241;-43,792802
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;221,801;-22,689241;-43,792802;222,797;-22,689628;-43,802166
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;222,798;-22,689628;-43,802166;223,800;-22,686679;-43,811332
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;223,801;-22,686679;-43,811332;224,817;-22,678890;-43,814525
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;224,818;-22,678890;-43,814525;225,762;-22,670767;-43,818088
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;225,763;-22,670767;-43,818088;226,811;-22,663940;-43,821647
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;226,812;-22,663940;-43,821647;227,867;-22,660735;-43,827748
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;227,868;-22,660735;-43,827748;228,863;-22,655923;-43,821025
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;228,864;-22,655923;-43,821025;230,057;-22,652700;-43,822873
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;230,058;-22,652700;-43,822873;230,970;-22,652206;-43,831320
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;230,971;-22,652206;-43,831320;232,004;-22,657256;-43,837776
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;232,005;-22,657256;-43,837776;233,019;-22,663690;-43,840775
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;233,020;-22,663690;-43,840775;233,978;-22,666319;-43,846708
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;233,979;-22,666319;-43,846708;235,010;-22,669407;-43,854866
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;235,011;-22,669407;-43,854866;236,021;-22,665742;-43,863290
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;236,022;-22,665742;-43,863290;237,033;-22,664768;-43,872693
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;237,034;-22,664768;-43,872693;238,025;-22,665009;-43,882151
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;238,026;-22,665009;-43,882151;239,030;-22,658933;-43,889059
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;239,031;-22,658933;-43,889059;240,030;-22,650826;-43,893057
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;240,031;-22,650826;-43,893057;241,021;-22,642553;-43,897477
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;241,022;-22,642553;-43,897477;242,030;-22,635148;-43,902517
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;242,031;-22,635148;-43,902517;243,021;-22,630076;-43,910353
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;243,022;-22,630076;-43,910353;244,025;-22,624422;-43,917848
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;244,026;-22,624422;-43,917848;245,027;-22,620200;-43,926034
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;245,028;-22,620200;-43,926034;246,029;-22,614391;-43,931805
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;246,030;-22,614391;-43,931805;247,004;-22,606836;-43,934772
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;247,005;-22,606836;-43,934772;248,002;-22,599744;-43,940234
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;248,003;-22,599744;-43,940234;249,007;-22,599602;-43,949846
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;249,008;-22,599602;-43,949846;250,018;-22,593035;-43,955803
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;250,019;-22,593035;-43,955803;251,009;-22,585024;-43,959242
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;251,010;-22,585024;-43,959242;252,022;-22,582854;-43,968815
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;252,023;-22,582854;-43,968815;253,008;-22,580900;-43,978157
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;253,009;-22,580900;-43,978157;253,930;-22,577546;-43,985640
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;253,931;-22,577546;-43,985640;254,926;-22,581271;-43,994359
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;254,927;-22,581271;-43,994359;256,003;-22,584359;-44,004428
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;256,004;-22,584359;-44,004428;256,996;-22,586219;-44,013857
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;256,997;-22,586219;-44,013857;257,998;-22,581409;-44,021355
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Crescente;Pavimento Flexível;257,999;-22,581409;-44,021355;258,996;-22,581953;-44,030906
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;335,884;-22,501302;-44,667668;336,800;-22,505142;-44,676452
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;336,801;-22,505142;-44,676452;337,882;-22,508708;-44,685292
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;337,883;-22,508708;-44,685292;338,871;-22,511666;-44,694503
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/RJ;Principal;Decrescente;Pavimento Flexível;338,872;-22,511666;-44,694503;339,482;-22,513300;-44,697518
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;0,000;-22,514026;-44,708423;1,000;-22,522347;-44,717244
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;1,001;-22,522347;-44,717244;2,000;-22,523764;-44,726748
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;2,001;-22,523764;-44,726748;3,000;-22,525409;-44,735985
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;3,001;-22,525409;-44,735985;4,000;-22,529512;-44,744598
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;4,001;-22,529512;-44,744598;5,000;-22,531729;-44,753994
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;5,001;-22,531729;-44,753994;6,000;-22,535639;-44,762583
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;6,001;-22,535639;-44,762583;7,000;-22,536577;-44,772171
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;7,001;-22,536577;-44,772171;8,000;-22,541408;-44,780252
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;8,001;-22,541408;-44,780252;9,000;-22,544141;-44,789079
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;9,001;-22,544141;-44,789079;10,000;-22,541606;-44,798297
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;10,001;-22,541606;-44,798297;11,000;-22,547493;-44,805122
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;11,001;-22,547493;-44,805122;12,000;-22,552102;-44,813327
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;12,001;-22,552102;-44,813327;13,000;-22,557396;-44,821341
HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.;2000;BR-116/SP;Principal;Decrescente;Pavimento Flexível;13,001;-22,557396;-44,821341;14,000;-22,560252;-44,830281
