concessionaria;ano_do_pnv_snv;rodovia_uf;tipo_pista;sentido;tipo_tracado;km_m_inicial;latitude_inicial;longitude_inicial;km_m_final;latitude_final;longitude_final
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;162,910;-27,130830;-50,458270;162,999;-27,131670;-50,458270
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;162,540;-27,127500;-50,458290;162,909;-27,130830;-50,458270
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;162,400;-27,126380;-50,457680;162,539;-27,127500;-50,458290
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;162,160;-27,124520;-50,456470;162,399;-27,126380;-50,457680
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;161,960;-27,122840;-50,456640;162,159;-27,124520;-50,456470
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;161,790;-27,121390;-50,457180;161,959;-27,122840;-50,456640
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;161,720;-27,120770;-50,457320;161,789;-27,121390;-50,457180
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;161,350;-27,117500;-50,457970;161,719;-27,120770;-50,457320
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;161,250;-27,116620;-50,457840;161,349;-27,117500;-50,457970
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;160,160;-27,106990;-50,455650;161,249;-27,116620;-50,457840
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;160,080;-27,106380;-50,455230;160,159;-27,106990;-50,455650
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;159,800;-27,104080;-50,453650;160,079;-27,106380;-50,455230
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;159,680;-27,103020;-50,453590;159,799;-27,104080;-50,453650
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;158,990;-27,105550;-50,454610;159,679;-27,103020;-50,453590
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;158,820;-27,095670;-50,452730;158,989;-27,105550;-50,454610
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;158,530;-27,093870;-50,450610;158,819;-27,095670;-50,452730
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;158,480;-27,093520;-50,450320;158,529;-27,093870;-50,450610
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;157,440;-27,085980;-50,444130;158,479;-27,093520;-50,450320
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;157,370;-27,085390;-50,443880;157,439;-27,085980;-50,444130
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;157,260;-27,084480;-50,443430;157,369;-27,085390;-50,443880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;157,000;-27,083750;-50,441760;157,259;-27,084480;-50,443430
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;156,790;-27,083700;-50,439050;156,999;-27,083750;-50,441760
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;156,470;-27,081620;-50,437230;156,789;-27,083700;-50,439050
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;156,380;-27,080810;-50,437050;156,469;-27,081620;-50,437230
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;156,200;-27,079710;-50,435790;156,379;-27,080810;-50,437050
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;155,480;-27,081710;-50,437240;156,199;-27,079710;-50,435790
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;155,180;-27,073760;-50,429550;155,479;-27,081710;-50,437240
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;155,090;-27,073030;-50,429910;155,179;-27,073760;-50,429550
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;154,910;-27,071410;-50,429690;155,089;-27,073030;-50,429910
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;153,710;-27,061020;-50,426050;154,909;-27,071410;-50,429690
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;153,430;-27,058600;-50,426630;153,709;-27,061020;-50,426050
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;153,320;-27,057680;-50,427010;153,429;-27,058600;-50,426630
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;153,180;-27,056420;-50,427020;153,319;-27,057680;-50,427010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;153,080;-27,055530;-50,427010;153,179;-27,056420;-50,427020
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;152,950;-27,054300;-50,427440;153,079;-27,055530;-50,427010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;152,810;-27,053100;-50,427840;152,949;-27,054300;-50,427440
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;152,620;-27,051420;-50,427540;152,809;-27,053100;-50,427840
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;152,420;-27,049710;-50,426960;152,619;-27,051420;-50,427540
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;152,340;-27,049050;-50,426610;152,419;-27,049710;-50,426960
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;152,120;-27,047230;-50,425780;152,339;-27,049050;-50,426610
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;151,930;-27,045720;-50,425880;152,119;-27,047230;-50,425780
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;151,120;-27,038560;-50,427350;151,929;-27,045720;-50,425880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;150,960;-27,036920;-50,427120;151,119;-27,038560;-50,427350
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;150,190;-27,030130;-50,425620;150,959;-27,036920;-50,427120
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;149,820;-27,027860;-50,423310;150,189;-27,030130;-50,425620
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;149,730;-27,027490;-50,422500;149,819;-27,027860;-50,423310
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;149,570;-27,026550;-50,421290;149,729;-27,027490;-50,422500
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;149,420;-27,025530;-50,420300;149,569;-27,026550;-50,421290
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;149,130;-27,023150;-50,420570;149,419;-27,025530;-50,420300
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;148,810;-27,020800;-50,422740;149,129;-27,023150;-50,420570
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;148,460;-27,017810;-50,422710;148,809;-27,020800;-50,422740
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;147,270;-27,007820;-50,418460;148,459;-27,017810;-50,422710
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;147,190;-27,007210;-50,418060;147,269;-27,007820;-50,418460
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;146,900;-27,004920;-50,416390;147,189;-27,007210;-50,418060
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;146,780;-27,003900;-50,415990;146,899;-27,004920;-50,416390
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;145,480;-26,994830;-50,410370;146,779;-27,003900;-50,415990
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;145,440;-26,994890;-50,409970;145,479;-26,994830;-50,410370
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;144,740;-26,996060;-50,402780;145,439;-26,994890;-50,409970
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;144,570;-26,995570;-50,401210;144,739;-26,996060;-50,402780
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;143,970;-26,992640;-50,396090;144,569;-26,995570;-50,401210
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;143,760;-26,990930;-50,395410;143,969;-26,992640;-50,396090
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;143,510;-26,988690;-50,395410;143,759;-26,990930;-50,395410
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;143,210;-26,986290;-50,394160;143,509;-26,988690;-50,395410
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;143,110;-26,985620;-50,393510;143,209;-26,986290;-50,394160
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;142,730;-26,982410;-50,393560;143,109;-26,985620;-50,393510
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;142,010;-26,976900;-50,397350;142,729;-26,982410;-50,393560
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;141,810;-26,975610;-50,398830;142,009;-26,976900;-50,397350
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;140,940;-26,970900;-50,405810;141,809;-26,975610;-50,398830
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;140,760;-26,969570;-50,406830;140,939;-26,970900;-50,405810
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;140,500;-26,967460;-50,407950;140,759;-26,969570;-50,406830
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;140,400;-26,966780;-50,408600;140,499;-26,967460;-50,407950
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;137,770;-26,950120;-50,427400;140,399;-26,966780;-50,408600
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;137,580;-26,948650;-50,428360;137,769;-26,950120;-50,427400
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;137,370;-26,946900;-50,429140;137,579;-26,948650;-50,428360
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;137,220;-26,945560;-50,429220;137,369;-26,946900;-50,429140
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;136,980;-26,943600;-50,428950;137,219;-26,945560;-50,429220
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;136,810;-26,942010;-50,429270;136,979;-26,943600;-50,428950
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;135,840;-26,934010;-50,433200;136,809;-26,942010;-50,429270
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;135,730;-26,933070;-50,433530;135,839;-26,934010;-50,433200
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;135,220;-26,928600;-50,434640;135,729;-26,933070;-50,433530
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;134,900;-26,926580;-50,436900;135,219;-26,928600;-50,434640
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;134,470;-26,925360;-50,441010;134,899;-26,926580;-50,436900
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;134,070;-26,922830;-50,443690;134,469;-26,925360;-50,441010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;133,470;-26,917870;-50,445810;134,069;-26,922830;-50,443690
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;133,210;-26,915620;-50,445590;133,469;-26,917870;-50,445810
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;131,140;-26,898980;-50,436250;133,209;-26,915620;-50,445590
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;130,980;-26,897420;-50,435920;131,139;-26,898980;-50,436250
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;130,670;-26,894630;-50,435970;130,979;-26,897420;-50,435920
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;130,430;-26,892580;-50,435340;130,669;-26,894630;-50,435970
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;128,420;-26,876310;-50,426240;130,429;-26,892580;-50,435340
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;128,080;-26,875049;-50,422581;128,419;-26,876310;-50,426240
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;127,880;-26,875090;-50,421260;128,079;-26,875049;-50,422581
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;127,670;-26,874520;-50,419270;127,879;-26,875090;-50,421260
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;126,690;-26,870380;-50,410660;127,669;-26,874520;-50,419270
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;126,460;-26,868970;-50,409010;126,689;-26,870380;-50,410660
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;125,790;-26,863930;-50,405030;126,459;-26,868970;-50,409010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;125,530;-26,861700;-50,404390;125,789;-26,863930;-50,405030
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;124,970;-26,856707;-50,404225;125,529;-26,861700;-50,404390
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;124,830;-26,855494;-50,404560;124,969;-26,856707;-50,404225
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;124,610;-26,853641;-50,405352;124,829;-26,855494;-50,404560
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;124,450;-26,852220;-50,405384;124,609;-26,853641;-50,405352
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;124,170;-26,849740;-50,404910;124,449;-26,852220;-50,405384
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;123,930;-26,847990;-50,403490;124,169;-26,849740;-50,404910
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;123,680;-26,846610;-50,401510;123,929;-26,847990;-50,403490
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;123,530;-26,845500;-50,400690;123,679;-26,846610;-50,401510
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;123,240;-26,843110;-50,399530;123,529;-26,845500;-50,400690
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;122,980;-26,841330;-50,397790;123,239;-26,843110;-50,399530
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;122,420;-26,838300;-50,393290;122,979;-26,841330;-50,397790
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;122,160;-26,836380;-50,391870;122,419;-26,838300;-50,393290
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;121,780;-26,833320;-50,390550;122,159;-26,836380;-50,391870
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;121,340;-26,830720;-50,387400;121,779;-26,833320;-50,390550
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;117,980;-26,830720;-50,387400;121,339;-26,830720;-50,387400
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;117,830;-26,820960;-50,353790;117,979;-26,830720;-50,387400
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;117,680;-26,820920;-50,352280;117,829;-26,820960;-50,353790
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;117,330;-26,818420;-50,350820;117,679;-26,820920;-50,352280
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;117,210;-26,817340;-50,350940;117,329;-26,818420;-50,350820
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;116,980;-26,815430;-50,350010;117,209;-26,817340;-50,350940
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;115,080;-26,801820;-50,338720;116,979;-26,815430;-50,350010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;114,840;-26,799990;-50,339380;115,079;-26,801820;-50,338720
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;114,690;-26,800020;-50,339260;114,839;-26,799990;-50,339380
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;114,550;-26,799110;-50,340230;114,689;-26,800020;-50,339260
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;110,560;-26,763910;-50,350610;114,549;-26,799110;-50,340230
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;110,130;-26,760320;-50,351160;110,559;-26,763910;-50,350610
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;109,940;-26,759210;-50,349800;110,129;-26,760320;-50,351160
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;109,670;-26,758170;-50,347400;109,939;-26,759210;-50,349800
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;109,270;-26,758060;-50,343380;109,669;-26,758170;-50,347400
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;109,060;-26,757330;-50,341520;109,269;-26,758060;-50,343380
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;108,820;-26,755670;-50,340370;109,059;-26,757330;-50,341520
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;108,740;-26,755060;-50,339930;108,819;-26,755670;-50,340370
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;108,700;-26,754780;-50,339680;108,739;-26,755060;-50,339930
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;108,620;-26,754270;-50,339130;108,699;-26,754780;-50,339680
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;108,560;-26,753990;-50,338610;108,619;-26,754270;-50,339130
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;108,500;-26,753760;-50,338070;108,559;-26,753990;-50,338610
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;108,320;-26,752820;-50,336600;108,499;-26,753760;-50,338070
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;108,060;-26,752110;-50,334200;108,319;-26,752820;-50,336600
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;108,000;-26,752210;-50,334110;108,059;-26,752110;-50,334200
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;107,840;-26,753440;-50,332530;107,999;-26,752210;-50,334110
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;107,820;-26,753610;-50,332570;107,839;-26,753440;-50,332530
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;107,760;-26,754130;-50,332610;107,819;-26,753610;-50,332570
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;107,690;-26,754600;-50,332150;107,759;-26,754130;-50,332610
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;107,600;-26,755230;-50,331590;107,689;-26,754600;-50,332150
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;107,500;-26,756080;-50,331250;107,599;-26,755230;-50,331590
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;107,240;-26,756800;-50,329230;107,499;-26,756080;-50,331250
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;107,150;-26,756200;-50,328630;107,239;-26,756800;-50,329230
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;107,030;-26,755490;-50,327730;107,149;-26,756200;-50,328630
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;106,730;-26,754650;-50,325340;107,029;-26,755490;-50,327730
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;106,660;-26,754450;-50,324550;106,729;-26,754650;-50,325340
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;106,360;-26,754450;-50,321540;106,659;-26,754450;-50,324550
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;106,250;-26,754610;-50,320460;106,359;-26,754450;-50,321540
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;106,050;-26,756010;-50,319220;106,249;-26,754610;-50,320460
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;105,970;-26,756850;-50,318430;106,049;-26,756010;-50,319220
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;105,930;-26,757060;-50,318100;105,969;-26,756850;-50,318430
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;105,690;-26,756350;-50,316360;105,929;-26,757060;-50,318100
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;105,510;-26,754750;-50,316560;105,689;-26,756350;-50,316360
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;105,440;-26,754130;-50,316670;105,509;-26,754750;-50,316560
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;105,150;-26,751610;-50,317410;105,439;-26,754130;-50,316670
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;105,040;-26,750650;-50,317340;105,149;-26,751610;-50,317410
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;104,930;-26,749770;-50,316660;105,039;-26,750650;-50,317340
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;104,810;-26,748840;-50,316070;104,929;-26,749770;-50,316660
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;104,760;-26,748420;-50,315880;104,809;-26,748840;-50,316070
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;104,730;-26,748180;-50,315750;104,759;-26,748420;-50,315880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;104,570;-26,746990;-50,314850;104,729;-26,748180;-50,315750
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;104,480;-26,746240;-50,314530;104,569;-26,746990;-50,314850
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;103,720;-26,739580;-50,314130;104,479;-26,746240;-50,314530
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;103,640;-26,738860;-50,314150;103,719;-26,739580;-50,314130
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;103,560;-26,738170;-50,314360;103,639;-26,738860;-50,314150
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;103,460;-26,737280;-50,314510;103,559;-26,738170;-50,314360
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;103,310;-26,735950;-50,314330;103,459;-26,737280;-50,314510
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;103,210;-26,735060;-50,314140;103,309;-26,735950;-50,314330
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;102,480;-26,728670;-50,311880;103,209;-26,735060;-50,314140
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;102,450;-26,728420;-50,311780;102,479;-26,728670;-50,311880
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;100,370;-26,714810;-50,299440;102,449;-26,728420;-50,311780
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;100,140;-26,713900;-50,297360;100,369;-26,714810;-50,299440
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;99,900;-26,712870;-50,295130;100,139;-26,713900;-50,297360
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;99,760;-26,711950;-50,294170;99,899;-26,712870;-50,295130
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;99,570;-26,710590;-50,293010;99,759;-26,711950;-50,294170
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;99,340;-26,708600;-50,292540;99,569;-26,710590;-50,293010
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;98,720;-26,708600;-50,292540;99,339;-26,708600;-50,292540
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;97,460;-26,691610;-50,294480;98,519;-26,701310;-50,292680
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;97,240;-26,689640;-50,294430;97,459;-26,691610;-50,294480
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;96,820;-26,685980;-50,294110;97,239;-26,689640;-50,294430
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Curva;96,380;-26,682310;-50,292580;96,819;-26,685980;-50,294110
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;95,280;-26,673740;-50,287140;96,379;-26,682310;-50,292580
AUTOPISTA PLANALTO SUL;2017;BR-116/SC;Principal;Decrescente;Tangente;92,320;-26,651590;-50,270190;95,179;-26,672990;-50,286590
